"Cell iname"	"Cell lineage"	"Primary disease"	"Collection"	"Cell type"	"Growth medium"	"Growth pattern"	"Doubling time"	"Provider name"	"Provider catalog ID"	"Donor disease age of onset"	"Donor tumor phase"	"Donor age of death"	"Subtype"	"Donor age"	"Donor ethnicity"	"Metastatic site"	"Comments"	"Cell histology"	"CCLE name"	"Alias"	"Donor sex"	"Cellosaurus ID"	"Cellosaurus Doubling time sd"	"Cellosaurus Doubling time"	"ploidy"
"M07E"	"haematopoietic_and_lymphoid_tissue"	"leukemia"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"mix"	"40.00"	"DSMZ"	"-666"	-666	"-666"	-666	"acute myelogenous leukemia (aml)"	"-666"	"-666"	"-666"	NA	"-666"	"M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"M-07E, M-O7e, M07e, Mo7e, MO7e, MO7E"	"F"	"CVCL_2106"	19.7989898732233	26	NA
"NALM1"	"haematopoietic_and_lymphoid_tissue"	"leukemia"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"48.00"	"DSMZ"	"ACC 131"	-666	"-666"	-666	"chronic myelogenous leukemia (cml"	"3"	"-666"	"-666"	NA	"-666"	"NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NALM 1, Nalm-1, Nalm1, NALM1"	"F"	"CVCL_0091"	NA	48	NA
"NALM19"	"haematopoietic_and_lymphoid_tissue"	"leukemia"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"50-70"	"DSMZ"	"-666"	-666	"-666"	-666	"acute lymphoblastic leukemia (all)"	"-666"	"-666"	"-666"	NA	"-666"	"NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"Nalm19, NALM19"	"M"	"CVCL_1835"	21.920310216783	44.5	NA
"NALM6"	"haematopoietic_and_lymphoid_tissue"	"leukemia"	"ACHILLES, CCLE, CMAP, PRISM-PR300, PRISM-SUSP"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"36.00"	"DSMZ"	"ACC 128"	-666	"-666"	-666	"acute lymphoblastic leukemia (all)"	"19"	"unknown"	"-666"	NA	"-666"	"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"Nalm 6, NALM 6, Nalm-6, NALM-6-M1, Nalm6, NALM6"	"M"	"CVCL_0092"	9.76439108871277	30.5	1.939966647
"NAMALWA"	"haematopoietic_and_lymphoid_tissue"	"lymphoma"	"CCLE"	"-666"	"RPMI 1640 medium with 2 mM L-glutamine adjusted to contain 1.5 g/L sodium bicarbonate, 4.5 g/L glucose, 10 mM HEPES, and 1.0 mM sodium pyruvate, 92.5%; fetal bovine serum, 7.5%"	"suspension"	"20-30"	"ATCC"	"CRL-1432"	-666	"-666"	-666	"b-cell lymphoma"	"3"	"unknown"	"-666"	NA	"-666"	"NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"Namalva, NAMALVA, NAMALWA, NK62a, NWA"	"F"	"CVCL_0067"	NA	25	3.278716626
"NB1"	"autonomic_ganglia"	"brain cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR300, PRISM-PR500"	"-666"	"RPMI-164 (Hyclone Cat.# SH327.2)"	"adherent"	"48.00"	"HSRRB"	"-666"	-666	"-666"	-666	"neuroblastoma"	"-666"	"-666"	"-666"	NA	"neuroblastoma"	"NB1_AUTONOMIC_GANGLIA"	"-666"	"M"	"CVCL_GZ01"	NA	25.2	1.940229892
"NB4"	"haematopoietic_and_lymphoid_tissue"	"leukemia"	"ACHILLES, CCLE, PRISM-PR300, PRISM-SUSP"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"40-48"	"DSMZ"	"-666"	-666	"-666"	-666	"acute myelogenous leukemia (aml)"	"-666"	"-666"	"-666"	NA	"-666"	"NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NB-4, NB.4"	"F"	"CVCL_0005"	5.29150262212918	38	3.411604635
"NCCSTCK140"	"stomach"	"gastric cancer"	"CCLE"	"-666"	"RPMI1640 medium with 10% fetal bovine serum"	"suspension"	"-666.00"	"RIKEN"	"JCRB1228"	-666	"-666"	-666	"carcinoma"	"-666"	"-666"	"-666"	NA	"-666"	"NCCSTCK140_STOMACH"	"-666"	"F"	"CVCL_3055"	NA	44	NA
"NCIH1048"	"lung"	"lung cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"72.00"	"ATCC"	"CRL-5853"	-666	"metastatic"	-666	"small cell lung carcinoma"	"-666"	"unknown"	"effusion, pleural, pleural_effusion"	NA	"-666"	"NCIH1048_LUNG"	"H-1048, H1048"	"F"	"CVCL_1453"	NA	NA	2.010062975
"NCIH1092"	"lung"	"lung cancer"	"CCLE, PRISM-PR300, PRISM-SUSP"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"-666.00"	"ATCC"	"CRL-5855"	-666	"metastatic"	-666	"small cell lung carcinoma"	"67"	"Caucasian"	"bone_marrow"	NA	"-666"	"NCIH1092_LUNG"	"H-1092, H1092"	"M"	"CVCL_1454"	NA	NA	2.910699673
"NCIH1105"	"lung"	"lung cancer"	"CCLE, PRISM-PR300, PRISM-SUSP"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"-666.00"	"ATCC"	"CRL-5856"	-666	"metastatic"	-666	"small cell lung carcinoma"	"73"	"Caucasian"	"lymph_node"	NA	"-666"	"NCIH1105_LUNG"	"H-1105, H1105"	"M"	"CVCL_1455"	NA	NA	3.241363992
"NCIH1155"	"lung"	"lung cancer"	"CCLE"	"-666"	"DMEM/F12 (Hyclone Cat.# SH323.1)"	"suspension"	"-666.00"	"ATCC"	"CRL-5818"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"36"	"Caucasian"	"lymph_node"	NA	"carcinoma"	"NCIH1155_LUNG"	"H-1155, H1155, NCI-1155, NCIH1155"	"M"	"CVCL_1456"	NA	NA	2.05543019
"NCIH1184"	"lung"	"lung cancer"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"50-70"	"ATCC"	"CRL-5858"	-666	"metastatic"	-666	"small cell lung carcinoma"	"42"	"Caucasian"	"lymph_node"	NA	"carcinoma"	"NCIH1184_LUNG"	"H-1184, H1184, NCIH1184"	"M"	"CVCL_1458"	NA	60	NA
"NCIH1299"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 (Hyclone Cat.# SH327.2)"	"adherent"	"36.00"	"ATCC"	"CRL-5803"	-666	"metastatic"	-666	"non small cell carcinoma"	"43"	"Caucasian"	"lymph_node"	NA	"carcinoma"	"NCIH1299_LUNG"	"H-1299, H1299, NCIH1299"	"M"	"CVCL_0060"	NA	30	4.750400096
"NCIH1339"	"lung"	"lung cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 (Hyclone Cat.# SH327.2)"	"adherent"	"48.00"	"ATCC"	"-666"	-666	"metastatic"	-666	"small cell lung carcinoma"	"-666"	"-666"	"pleural_effusion"	NA	"carcinoma"	"NCIH1339_LUNG"	"CVCL_2052, H-1339, H1339"	"F"	"CVCL_A472"	NA	NA	NA
"NCIH1341"	"lung"	"lung cancer"	"CCLE, PRISM-PR300, PRISM-SUSP"	"-666"	"RPMI-164 Invitrogen catalog # 11875-93"	"suspension"	"-666.00"	"ATCC"	"CRL-5864"	-666	"metastatic"	-666	"small cell lung carcinoma"	"-666"	"-666"	"cervix"	NA	"carcinoma"	"NCIH1341_LUNG"	"H-1341, H1341"	"F"	"CVCL_1463"	NA	NA	3.601399733
"NCIH1355"	"lung"	"lung cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 Invitrogen catalog # 11875-93"	"suspension"	"48.00"	"ATCC"	"CRL-5865"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"53"	"Caucasian"	"pleura, pleural_effusion"	NA	"carcinoma"	"NCIH1355_LUNG"	"H-1355, H1355, NCIH1355"	"M"	"CVCL_1464"	NA	NA	2.304485605
"NCIH1373"	"lung"	"lung cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164"	"adherent"	"72.00"	"ATCC"	"CRL-5866"	-666	"primary"	-666	"non small cell lung carcinoma"	"56"	"Black"	"-666"	NA	"carcinoma"	"NCIH1373_LUNG"	"H-1373, H1373"	"M"	"CVCL_1465"	NA	NA	NA
"NCIH1385"	"lung"	"lung cancer"	"CCLE"	"-666"	"RPMI-164"	"suspension"	"-666.00"	"ATCC"	"CRL-5867"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"49"	"Black"	"lymph_node"	NA	"-666"	"NCIH1385_LUNG"	"H-1385, H1385"	"F"	"CVCL_1466"	NA	NA	NA
"NCIH1395"	"lung"	"lung cancer"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	">120"	"ATCC"	"CRL-5868"	-666	"primary"	-666	"small cell lung carcinoma"	"55"	"Caucasian"	"-666"	NA	"carcinoma"	"NCIH1395_LUNG"	"H-1395, H1395, NCIH1395"	"F"	"CVCL_1467"	NA	NA	2.599587259
"NCIH1435"	"lung"	"lung cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 (instead of ACL-4 with additives)"	"adherent"	"72.00"	"ATCC"	"CRL-5870"	-666	"primary"	-666	"non small cell lung carcinoma"	"35"	"unknown"	"-666"	NA	"carcinoma"	"NCIH1435_LUNG"	"H-1435, H1435"	"F"	"CVCL_1470"	NA	NA	1.856069597
"NCIH1436"	"lung"	"lung cancer"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"-666.00"	"ATCC"	"CRL-5871"	-666	"metastatic"	-666	"small cell lung carcinoma"	"39"	"Caucasian"	"lymph_node"	NA	"-666"	"NCIH1436_LUNG"	"H-1436, H1436"	"M"	"CVCL_1471"	NA	NA	2.015223357
"NCIH1437"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"48.00"	"ATCC"	"CRL-5872"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"60"	"Caucasian"	"effusion, pleural, pleural_effusion"	NA	"-666"	"NCIH1437_LUNG"	"H-1437, H1437, NCIH1437"	"M"	"CVCL_1472"	NA	44	2.848688544
"NCIH146"	"lung"	"lung cancer"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"-666.00"	"ATCC"	"HTB-173"	-666	"metastatic"	-666	"small cell lung carcinoma"	"59"	"Caucasian"	"bone_marrow"	NA	"-666"	"NCIH146_LUNG"	"H-146, H146, NCIH146"	"M"	"CVCL_1473"	NA	NA	2.921227341
"NCIH1563"	"lung"	"lung cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"48.00"	"ATCC"	"CRL-5875"	-666	"primary"	-666	"non small cell lung carcinoma"	"-666"	"-666"	"-666"	NA	"carcinoma"	"NCIH1563_LUNG"	"H-1563, H1563"	"M"	"CVCL_1475"	NA	NA	3.672370747
"NCIH1568"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"72.00"	"ATCC"	"CRL-5876"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"48, 49"	"Caucasian"	"lymph_node"	NA	"carcinoma"	"NCIH1568_LUNG"	"H-1568, H1568"	"F"	"CVCL_1476"	NA	NA	2.500623586
"NCIH1573"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 Invitrogen catalog # 11875-93"	"adherent"	"48.00"	"ATCC"	"CRL-5877"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"35"	"Caucasian"	"soft_tissue"	NA	"carcinoma"	"NCIH1573_LUNG"	"H-1573, H1573, NCI-H1573"	"F"	"CVCL_1478"	NA	NA	1.661882845
"NCIH1581"	"lung"	"lung cancer"	"ACHILLES, CCLE, CMAP, PRISM-HURON, PRISM-PR500"	"-666"	"DMEM/F12 (Hyclone Cat.# SH323.1)"	"mix"	"48.00"	"ATCC"	"CRL-5878"	-666	"primary"	-666	"non small cell lung carcinoma"	"44"	"Caucasian"	"-666"	NA	"carcinoma"	"NCIH1581_LUNG"	"H-1581, H1581, NCI-H2077, NCIH1581"	"M"	"CVCL_1479"	NA	NA	3.189663341
"NCIH1618"	"lung"	"lung cancer"	"CCLE"	"-666"	"DMEM:HAM's F12 1:1 ATCC catalog # 3-26"	"suspension"	"-666.00"	"ATCC"	"CRL-5879"	-666	"metastatic"	-666	"small cell lung carcinoma"	"55"	"Caucasian"	"bone_marrow"	NA	"-666"	"NCIH1618_LUNG"	"H-1618, H1618"	"F"	"CVCL_1480"	NA	NA	NA
"NCIH1623"	"lung"	"lung cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 (instead of ACL-4 with additives)"	"adherent"	"96.00"	"ATCC"	"CRL-5881"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"58"	"Caucasian"	"lymph_node"	NA	"carcinoma"	"NCIH1623_LUNG"	"H-1623, H1623"	"M"	"CVCL_1481"	NA	NA	2.63487674
"NCIH1648"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 Invitrogen catalog # 11875-93"	"adherent"	"48.00"	"ATCC"	"CRL-5882"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"39"	"Black"	"lymph_node"	NA	"-666"	"NCIH1648_LUNG"	"H-1648, H1648"	"M"	"CVCL_1482"	NA	NA	2.43707672
"NCIH1650"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"60.00"	"ATCC"	"CRL-5883"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"27"	"Caucasian"	"effusion, pleural, pleural_effusion"	NA	"carcinoma"	"NCIH1650_LUNG"	"H-1650, H1650, H1650_CO, NCIH1650"	"M"	"CVCL_1483"	NA	42	1.991831895
"NCIH1651"	"lung"	"lung cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"48.00"	"ATCC"	"CRL-5884"	-666	"-666"	-666	"non small cell lung carcinoma"	"71"	"unknown"	"-666"	NA	"carcinoma"	"NCIH1651_LUNG"	"H-1651, H1651, NCIH1651"	"M"	"CVCL_1484"	NA	NA	2.905446505
"NCIH1666"	"lung"	"lung cancer"	"ACHILLES, CCLE"	"-666"	"RPMI-164 (Hyclone Cat.# SH327.2)"	"adherent"	"-666.00"	"ATCC"	"CRL-5885"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"50"	"Caucasian"	"effusion, pleural, pleural_effusion"	NA	"carcinoma"	"NCIH1666_LUNG"	"H-1666, H1666, H1666_DA, NCIH1666"	"F"	"CVCL_1485"	NA	NA	2.957840032
"NCIH1693"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 (instead of ACL-4 with additives)"	"adherent"	"84.00"	"ATCC"	"CRL-5887"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"55"	"Caucasian"	"lymph_node"	NA	"carcinoma"	"NCIH1693_LUNG"	"H-1693, H1693"	"F"	"CVCL_1488"	NA	NA	2.730169327
"NCIH1694"	"lung"	"lung cancer"	"CCLE, PRISM-PR300, PRISM-SUSP"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"-666.00"	"ATCC"	"CRL-5888"	-666	"metastatic"	-666	"small cell lung carcinoma"	"61"	"Caucasian"	"ascites"	NA	"-666"	"NCIH1694_LUNG"	"H-1694, H1694"	"M"	"CVCL_1489"	NA	NA	2.403295752
"NCIH1703"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 (Hyclone Cat.# SH327.2)"	"adherent"	"60.00"	"ATCC"	"CRL-5889"	-666	"primary"	-666	"non small cell lung carcinoma"	"54"	"Caucasian"	"-666"	NA	"carcinoma"	"NCIH1703_LUNG"	"H-1703, H1703, NCIH1703"	"M"	"CVCL_1490"	NA	NA	2.31550571
"NCIH1734"	"lung"	"lung cancer"	"CCLE"	"-666"	"RPMI-164 (Hyclone Cat.# SH327.2)"	"adherent"	"-666.00"	"ATCC"	"CRL-5891"	-666	"primary"	-666	"non small cell lung carcinoma"	"56"	"unknown"	"-666"	NA	"carcinoma"	"NCIH1734_LUNG"	"H-1734, H1734"	"F"	"CVCL_1491"	NA	NA	2.492666737
"NCIH1755"	"lung"	"lung cancer"	"CCLE"	"-666"	"RPMI-164"	"adherent"	"-666.00"	"ATCC"	"CRL-5892"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"65"	"Caucasian"	"liver"	NA	"carcinoma"	"NCIH1755_LUNG"	"H-1755, H1755, NCIH1755"	"F"	"CVCL_1492"	NA	NA	3.009254755
"NCIH1781"	"lung"	"lung cancer"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"-666.00"	"ATCC"	"CRL-5894"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"66"	"Caucasian"	"effusion, pleural, pleural_effusion"	NA	"-666"	"NCIH1781_LUNG"	"H-1781, H1781, NCIH1781"	"F"	"CVCL_1494"	NA	NA	2.435727063
"NCIH1792"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"72.00"	"ATCC"	"CRL-5895"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"50"	"Caucasian"	"pleural_effusion"	NA	"carcinoma"	"NCIH1792_LUNG"	"H-1792, H1792, NCIH1792"	"M"	"CVCL_1495"	NA	45	2.163915823
"NCIH1793"	"lung"	"lung cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"DMEM:HAM's F12 1:1 ATCC catalog # 3-26"	"adherent"	"48.00"	"ATCC"	"CRL-5896"	-666	"primary"	-666	"non small cell lung carcinoma"	"52"	"unknown"	"-666"	NA	"carcinoma"	"NCIH1793_LUNG"	"H-1793, H1793"	"F"	"CVCL_1496"	NA	NA	3.21613952
"NCIH1836"	"lung"	"lung cancer"	"CCLE"	"-666"	"DMEM:HAM's F12 1:1 ATCC catalog # 3-26"	"suspension"	"-666.00"	"ATCC"	"CRL-5898"	-666	"primary"	-666	"small cell lung carcinoma"	"52"	"Caucasian"	"-666"	NA	"-666"	"NCIH1836_LUNG"	"H-1836, H1836"	"M"	"CVCL_1498"	NA	NA	3.153430719
"NCIH1838"	"lung"	"lung cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164"	"adherent"	"48.00"	"ATCC"	"CRL-5899"	-666	"primary"	-666	"non small cell lung carcinoma"	"-666"	"unknown"	"-666"	NA	"carcinoma"	"NCIH1838_LUNG"	"H-1838, H1838, NCIH1838"	"F"	"CVCL_1499"	NA	NA	2.748032961
"NCIH1869"	"lung"	"lung cancer"	"CCLE"	"-666"	"RPMI-164 (instead of ACL-4 with additives)"	"adherent"	"-666.00"	"ATCC"	"CRL-5900"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"58"	"Caucasian"	"pleural_effusion"	NA	"carcinoma"	"NCIH1869_LUNG"	"H-1869, H1869, NCIH1869"	"M"	"CVCL_1500"	NA	NA	3.774333342
"NCIH1876"	"lung"	"lung cancer"	"CCLE, PRISM-PR300, PRISM-SUSP"	"-666"	"DMEM:HAM's F12 1:1 ATCC catalog # 3-26"	"adherent"	"-666.00"	"ATCC"	"CRL-5902"	-666	"metastatic"	-666	"small cell lung carcinoma"	"59"	"Caucasian"	"lymph_node"	NA	"-666"	"NCIH1876_LUNG"	"H-1876, H1876"	"M"	"CVCL_1503"	NA	NA	2.412225694
"NCIH1915"	"lung"	"lung cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164"	"adherent"	"108.00"	"ATCC"	"CRL-5904"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"61"	"Caucasian"	"brain"	NA	"carcinoma"	"NCIH1915_LUNG"	"H-1915, H1915"	"F"	"CVCL_1505"	NA	NA	2.00929627
"NCIH1930"	"lung"	"lung cancer"	"CCLE, PRISM-PR300, PRISM-SUSP"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"-666.00"	"ATCC"	"CRL-5906"	-666	"metastatic"	-666	"small cell lung carcinoma"	"41"	"Caucasian"	"lymph_node"	NA	"-666"	"NCIH1930_LUNG"	"H-1930, H1930"	"M"	"CVCL_1507"	NA	NA	NA
"NCIH1944"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164"	"adherent"	"72.00"	"ATCC"	"CRL-5907"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"62"	"Caucasian"	"soft tissue, soft_tissue"	NA	"carcinoma"	"NCIH1944_LUNG"	"H-1944, H1944"	"F"	"CVCL_1508"	NA	NA	2.128046045
"NCIH196"	"lung"	"lung cancer"	"CCLE, PRISM-PR300"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	">120"	"ATCC"	"CRL-5823"	-666	"metastatic"	-666	"small cell lung carcinoma"	"58, 68"	"Caucasian"	"pleura, pleural_effusion"	NA	"carcinoma"	"NCIH196_LUNG"	"H-196, H196, NCIH196"	"M"	"CVCL_1509"	NA	64	2.351384787
"NCIH1963"	"lung"	"lung cancer"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"-666.00"	"ATCC"	"CRL-5982"	-666	"primary"	-666	"small cell lung carcinoma"	"56"	"Black"	"-666"	NA	"-666"	"NCIH1963_LUNG"	"H-1963, H1963, NCIH1963"	"M"	"CVCL_1510"	NA	84	1.989842841
"NCIH1975"	"lung"	"lung cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 (Hyclone Cat.# SH327.2)"	"adherent"	"48.00"	"ATCC"	"CRL-5908"	-666	"-666"	-666	"non small cell lung carcinoma"	"-666"	"unknown"	"-666"	NA	"-666"	"NCIH1975_LUNG"	"H-1975, H1975"	"F"	"CVCL_1511"	15.612917728599	16.96	2.829888661
"NCIH2004RT"	"soft_tissue"	"soft tissue cancer"	"PRISM-HURON, PRISM-PR300"	"-666"	"-666"	"adherent"	"-666.00"	"-666"	"-666"	-666	"-666"	-666	"rhabdoid cancer"	"-666"	"-666"	"-666"	NA	"-666"	"NCIH2004RT_SOFT_TISSUE"	"-666"	"-666"	"-666"	NA	NA	NA
"NCIH2009"	"lung"	"lung cancer"	"CCLE, CMAP, PRISM-HURON, PRISM-PR500"	"-666"	"DMEM/F12 (Hyclone Cat.# SH323.1)"	"adherent"	"60.00"	"ATCC"	"CRL-5911"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"68"	"Caucasian"	"lymph_node"	NA	"carcinoma"	"NCIH2009_LUNG"	"H-2009, H2009"	"F"	"CVCL_1514"	NA	NA	4.772955726
"NCIH2023"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"DMEM:HAM's F12 1:1 ATCC catalog # 3-26"	"adherent"	"36.00"	"ATCC"	"CRL-5912"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"26"	"Caucasian"	"lymph node, lymph_node"	NA	"carcinoma"	"NCIH2023_LUNG"	"H-2023, H2023"	"M"	"CVCL_1515"	NA	NA	2.470210817
"NCIH2029"	"lung"	"lung cancer"	"CCLE"	"-666"	"DMEM:HAM's F12 1:1 ATCC catalog # 3-26"	"adherent"	"-666.00"	"ATCC"	"CRL-5913"	-666	"metastatic"	-666	"small cell lung carcinoma"	"69"	"Caucasian"	"lymph_node"	NA	"carcinoma"	"NCIH2029_LUNG"	"H-2029, H2029"	"F"	"CVCL_1516"	NA	NA	1.875258151
"NCIH2030"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"60.00"	"ATCC"	"CRL-5914"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"-666"	"unknown"	"lymph_node"	NA	"carcinoma"	"NCIH2030_LUNG"	"H-2030, H2030"	"M"	"CVCL_1517"	NA	NA	2.114153336
"NCIH2052"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"48.00"	"ATCC"	"CRL-5915"	-666	"metastatic"	-666	"mesothelioma"	"65"	"Caucasian"	"pleural_effusion"	NA	"mesothelioma"	"NCIH2052_PLEURA"	"H-2052, H2052, H2052_MM, NCIH2052"	"M"	"CVCL_1518"	NA	48	3.875561742
"NCIH2066"	"lung"	"lung cancer"	"CCLE"	"-666"	"DMEM:HAM's F12 1:1 ATCC catalog # 3-26"	"adherent"	"-666.00"	"ATCC"	"CRL-5917"	-666	"primary"	-666	"small cell lung carcinoma"	"70"	"Caucasian"	"-666"	NA	"-666"	"NCIH2066_LUNG"	"H-2066, H2066, NCIH2066"	"F"	"CVCL_1520"	NA	NA	2.408575741
"NCIH2073"	"lung"	"lung cancer"	"CCLE, PRISM-HURON"	"-666"	"RPMI-164 (instead of ACL-4 with additives)"	"adherent"	"96.00"	"ATCC"	"CRL-5918"	-666	"primary"	-666	"non small cell lung carcinoma"	"47"	"Caucasian"	"-666"	NA	"-666"	"NCIH2073_LUNG"	"H-2073, H2073"	"F"	"CVCL_1521"	NA	NA	NA
"NCIH2077"	"lung"	"lung cancer"	"PRISM-HURON, PRISM-PR500"	"-666"	"-666"	"adherent"	"72.00"	"-666"	"-666"	-666	"-666"	-666	"carcinoma"	"-666"	"-666"	"-666"	NA	"-666"	"NCIH2077_LUNG"	"H-2077, H2077, NCI-H1581"	"M"	"CVCL_5157"	NA	NA	NA
"NCIH2081"	"lung"	"lung cancer"	"CCLE"	"-666"	"DMEM:HAM's F12 1:1 ATCC catalog # 3-26"	"suspension"	"-666.00"	"ATCC"	"CRL-5920"	-666	"metastatic"	-666	"small cell lung carcinoma"	"59"	"Caucasian"	"pleural_effusion"	NA	"-666"	"NCIH2081_LUNG"	"H-2081, H2081"	"F"	"CVCL_1522"	NA	NA	3.050388456
"NCIH2085"	"lung"	"lung cancer"	"CCLE"	"-666"	"RPMI-164 Invitrogen catalog # 11875-93"	"adherent"	">120"	"ATCC"	"CRL-5921"	-666	"primary"	-666	"small cell lung carcinoma"	"45"	"-666"	"-666"	NA	"carcinoma"	"NCIH2085_LUNG"	"H-2085, H2085"	"M"	"CVCL_1523"	NA	NA	2.672741274
"NCIH2087"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 Invitrogen catalog # 11875-93"	"adherent"	"72.00"	"ATCC"	"CRL-5922"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"69"	"Caucasian"	"lymph_node"	NA	"carcinoma"	"NCIH2087_LUNG"	"H-2087, H2087"	"M"	"CVCL_1524"	NA	52	2.391760821
