collection_id	collection_label	pathway_id	pathway_label	ranking_id	pval	padj	log2err	ES	NES	size	direction	leading_edge_genes	model_id
C5:GO:BP	GO biological process	GOBP_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	Positive Regulation of Excitatory Postsynaptic Potential	primary_adjacent_state	0.933078184800437	1	0.00598395832905352	0.198118656136301	0.63199559520819	30	positive	NLGN3;GRIN2C;CHRNA7;CUX2;RIMS1;GRIN2A;PTK2B;ADRB2;STX1B;DLG4	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_NEGATIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	Negative Regulation of Extracellular Matrix Organization	primary_adjacent_state	0.958568738229755	1	0.0339906522393914	-0.170553988936401	-0.631819474742291	15	negative	ADTRP;PPARG;TNFRSF1B;RECK;TGFB1;FAP;TNFRSF1A	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_APOPTOTIC_CELL_CLEARANCE	Apoptotic Cell Clearance	primary_adjacent_state	0.935263679401079	1	0.00607445412841883	0.199441875277514	0.631743731742025	29	positive	MERTK;ADGRB1;C2;SPG11;CD36;AXL;LRP1;RARA;C3;TREM2	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	Antigen Receptor Mediated Signaling Pathway	primary_adjacent_state	0.989578114039483	1	0.00162963895229254	0.16304085034325	0.631652758316978	168	positive	CD247;STAP1;LAX1;CD4;PRAM1;CD79A;FYB2;CD160;BTK;CD38;NFAM1;BLNK;ZAP70;LCK;UBASH3A;CD72	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	Positive Regulation of Macrophage Derived Foam Cell Differentiation	primary_adjacent_state	0.919134260910929	1	0.00782204371992704	0.229611144284687	0.631385972779218	15	positive	ALOX15B;LPL;PLA2G5;CD36	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_PEPTIDYL_TYROSINE_MODIFICATION	Peptidyl Tyrosine Modification	primary_adjacent_state	0.97371347689819	1	0.00282774423430798	0.168394694358981	0.630853744464783	102	positive	CASS4;ABI3;BTK;FGF7;ZAP70;VEGFA;THBS4;IL20;FGFR3;FES;CTF1;EPHA7;FGFR2;FGFR4;SFRP1;CD80;CNTF;IL13RA1;PTPN6;ERRFI1;CSF1R;SRCIN1;PTK2B;DMTN;PTK6;FLT1;PDGFA;SYK;IGF1R;HES1;NEDD9;NTRK1;PRLR;RAP2C;VEGFB;ITGB2;EFEMP1;EPHA3;IL12A;CADM4;IL11	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS	Negative Regulation of Chemotaxis	primary_adjacent_state	0.937131209097736	1	0.00549239179257475	0.191043531650788	0.630722609067576	37	positive	STAP1;CXCL13;SLIT1;SLAMF8;WNT3A;NOTCH1;MMP28;C5AR2;CYP19A1;CORO1B	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	Regulation of Chondrocyte Differentiation	primary_adjacent_state	0.949762030671602	1	0.00486463740569191	0.18439691697359	0.629849661770292	46	positive	CHADL;SCIN;BMP6;MAF;FGF18;GDF5;BMP4;RARB;PRKG2;MUSTN1;TRPS1;EFEMP1;HOXA11;BMPR1B;SMAD7;ZBTB16;POR;WNT9A;LOXL2;ZNF219;AXIN2;PKDCC;TGFBR1;GLG1;SOX6;SOX5;RARG;SMAD3;RUNX2;ADAMTS7	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_INNER_EAR_AUDITORY_RECEPTOR_CELL_DIFFERENTIATION	Inner Ear Auditory Receptor Cell Differentiation	primary_adjacent_state	0.937412171657118	1	0.00564779672829638	0.193288211268175	0.629170730616976	34	positive	MCOLN3;PDZD7;CDH23;MYO7A;ANKRD24;WHRN;KCNQ1;ESRP1;NOTCH1;GABRB2;REST;TECTA	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_FOREBRAIN_GENERATION_OF_NEURONS	Forebrain Generation of Neurons	primary_adjacent_state	0.957407215961956	1	0.00407814180620363	0.176518009645949	0.628703412915845	63	positive	TBR1;DRD2;CHD5;ASPM;SLIT1;LHX8;FGFR2;SLC4A10;WNT4;PROX1;EOMES;SLIT3;DLX2;CSF1R;ZMIZ1;TOX;CAPS2	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_KETONE_BIOSYNTHETIC_PROCESS	Regulation of Ketone Biosynthetic Process	primary_adjacent_state	0.933013260173754	1	0.00684809148176733	0.211296455567844	0.627761951696094	21	positive	DKKL1;BMP6;WNT4;BGLAP;FANCD2OS;ADM;REST;DGKQ	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_MYELOID_LEUKOCYTE_ACTIVATION	Myeloid Leukocyte Activation	primary_adjacent_state	0.993093784405965	1	0.00128732605293495	0.160564488781818	0.627165028272637	195	positive	TAFA3;STAP1;CD200;ENPP3;PRAM1;CAMP;EDN2;BTK;SCNN1B;NDRG1;SLC18A2;RAB44;HAVCR2;FCER1G;TSPAN32;S100A12;FES;RASGRP1;SCN11A;SYT11;UBD;FN1;ITGAM;SPI1;DNASE1L3;CD37	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_CELL_MATRIX_ADHESION	Cell Matrix Adhesion	primary_adjacent_state	0.994195937156009	1	0.00117587902073417	0.159900663537146	0.626329562480351	205	positive	RHOD;FREM3;FBLN5;BST1;EFEMP2;FRAS1;PARVG;L1CAM;OTOA;ITGAD;ACTN3;CCL28;NPNT;VEGFA;ACER2;NID2;JAM3;BCAM;FUT1;ITGA7;JUP;FN1;ITGAM;ITGA9;THSD1;HOXA7;ITGA10;STON1;CCR7;NEXMIF;WNT4;CDKN2A	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_NEPHRON_MORPHOGENESIS	Nephron Morphogenesis	primary_adjacent_state	0.957223147377186	1	0.00426560285151263	0.177661462732766	0.624988624622192	57	positive	WNT6;GDNF;NPNT;VEGFA;FGF1;WNT4;DCHS1;CITED1;GATA3;BMP4;LAMA5;HS2ST1;WNT2B;HES1;LZTS2;WNK4;KLHL3;GREB1L;LGR4;HOXA11;BMP7;PBX1;LHX1;IRX2;PTCH1;AGT;CTNNBIP1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_RESPONSE_TO_AUDITORY_STIMULUS	Response to Auditory Stimulus	primary_adjacent_state	0.933075221238938	1	0.00621627027577944	0.199738994950047	0.624775438251544	27	positive	DRD2;KCNC1;SCN11A;STRA6;TACR1;SLC26A5;SLC1A3;CHRNA10;ATP8A2;UCN;PTN;NRXN1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_KIDNEY_MORPHOGENESIS	Kidney Morphogenesis	primary_adjacent_state	0.96546052631579	1	0.00367370979486618	0.172856629298943	0.624137062447729	71	positive	WNT6;FRAS1;GDNF;NPNT;VEGFA;FOXJ1;SOX4;GCNT4;FGF1;WNT4;DCHS1;CITED1;GATA3;BMP4;LAMA5;HS2ST1;WNT2B;HES1;LZTS2;WNK4;KLHL3;GREB1L;LGR4;HOXA11;BMP7;PBX1;LHX1;IRX2;PTCH1;AGT;CTNNBIP1;NPHP3	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_CELL_JUNCTION_DISASSEMBLY	Cell Junction Disassembly	primary_adjacent_state	0.942529989094875	1	0.00571865467417229	0.194664636056512	0.624072486236933	31	positive	KCNK13;ITGAM;STON1;C1QL1;MYLK3;PAK4;C3;RAB40A;TREM2	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_SYSTEM_PROCESS	Regulation of System Process	primary_adjacent_state	0.999800019998	1	0.000204038091989595	0.155161898236027	0.62383293294598	406	positive	PTGER3;ADRA2B;NTSR1;GSTM2;SCN2B;GDF9;KCNIP1;ATP1B2;ABCG8;KCNE5;REN;NPSR1;TACR2;NMU;DRD2;TAC4;EDN2;TRDN;ATP2A3;TRPV4;CD38;ACTN3;TMEM108;ADRB1;ADCY10;CXADR;UNC80;GHRL;NPNT;NLGN3;SCN4A;KCNK9;CACNA1C;CHRNA3;KDM5B;GRIN2C;FKBP1C;SPTBN4;JUP;ABCC9;GRM1;IGF1;KCNB2;TPPP;POPDC2;TNNT3;GAL;SCN5A;MYBPC3;ITGA9;CELF4;GJA1;BMP6;TENM4;SLC8A2;CHRNA7;ZFHX2;ADGRD1;INHA;OXTR;CUX2;TMEM25;TRPC3;MYH7B;ADM5;KCNE1;MYRF;ADORA1;NPPA;NPFF;KCNQ1;DSP;FXYD1;CYP2J2;KCNJ12;TACR1;CHRNB4;RIMS1;CDK18;SCN4B;UNC79;NOTCH1;TNNC2;HRH2;MYLK2;CHRM2;GRIN2A;NOS1AP;ADM;ERRFI1;NLGN4X;SLC9A1;GLS;CLDN2;GUCY1A1;PTK2B;FAAH;JPH2;PER2;FKBP1B;CYP19A1;AGER;KCNH2;MYL3;EIF2AK3	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_LUNG_ALVEOLUS_DEVELOPMENT	Lung Alveolus Development	primary_adjacent_state	0.986086956521739	1	0.058872381059619	-0.123857962336531	-0.62354290291781	43	negative	TMEM38B;MAN2A1;FBN1;MAN1A2	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	Positive Regulation of Neuron Projection Development	primary_adjacent_state	1	1	0.183397180948084	-0.101208487184087	-0.622735006793298	127	negative	LRP8;STAU2;PRKD1;TWF2;TENM3;ARSB;DDX56;KAT2B;DBN1;AP2A1;PAFAH1B1;PTK7;SNX3;MARK2;RAP1A;BDNF;ADNP;ROBO3;SMAD1;BMPR1A;TWF1;MAPRE3;DPYSL3;EHD1;LYN;DHX36;TMEM30A;TMEM106B;CAPRIN1;WNT5A;FZD1;DMD;RGS2;DDR2;CAMK1;CFLAR	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_MATING_BEHAVIOR	Mating Behavior	primary_adjacent_state	0.936785550983082	1	0.00677269197881333	0.209473995245764	0.622347420507659	21	positive	SLC6A4;P2RY1;MTNR1A	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_CELL_MATURATION	Cell Maturation	primary_adjacent_state	0.989274258219727	1	0.00166849563257489	0.160863223824608	0.622156947932704	162	positive	CATSPER3;REN;CATSPERB;TBX6;BTK;ROPN1L;TMPRSS12;FOXA1;VEGFA;ZAR1L;SPTBN4;FOXJ1;SLC22A14;SCARF1;CLEC7A;TUBB8;C2CD6;KIF14;CABYR;CCNB1;NGF;IQCF1;C1QL1;TFCP2L1;PCSK4;SMIM45;KCNE1;NKX6-1;REC8;DAZL;CDKN1C;NRCAM;KCNB1;GLDN;CEBPA;RHEX;SHB;BRD1;AXL;HOXB13;GATA3;EPAS1;LGI4;TDRKH;C3;TMEM249;CATSPERG;ID2;BNC1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_IMMUNE_RESPONSE_TO_TUMOR_CELL	Immune Response to Tumor Cell	primary_adjacent_state	0.983663943990665	1	0.0475640710158259	-0.134310492355516	-0.621877504948787	30	negative	HSPD1;HMGB1;KLHL22;MICA;ADAM15	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_AMELOGENESIS	Amelogenesis	primary_adjacent_state	0.929748176041422	1	0.00743782643738289	0.222238416378254	0.620904916370875	16	positive	TBX1;MMP20;AMTN;FAM20A	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_POSITIVE_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION	Positive Regulation of Rac Protein Signal Transduction	primary_adjacent_state	0.980735551663748	1	0.0406333427646156	-0.145232945639941	-0.620622397792038	23	negative	DAG1;SRC;SNTA1;ALS2;CRK;WNT5A;KRAS	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_POSITIVE_REGULATION_OF_LIPID_STORAGE	Positive Regulation of Lipid Storage	primary_adjacent_state	0.959441489361702	1	0.0351392025914253	-0.164458163169742	-0.620437730655578	16	negative	SREBF2;SCARB1;IKBKE;EHD1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	Negative Regulation of Leukocyte Apoptotic Process	primary_adjacent_state	0.94804499196572	1	0.00520285803921896	0.186287329483553	0.620206671641826	39	positive	RORC;FCER1G;MERTK;DOCK8;CXCL12;CCR7;BCL6;AXL;HSH2D;BMP4;ITPKB;RAG1;IDO1;ARG2;BCL10;HIF1A	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_FIBRINOLYSIS	Fibrinolysis	primary_adjacent_state	0.961707470182046	1	0.0339251079801371	-0.167229609449686	-0.619504267609122	15	negative	PLAUR;ANXA2;THBS1;F12;FAP;THBD	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_NEGATIVE_REGULATION_OF_SECRETION	Negative Regulation of Secretion	primary_adjacent_state	0.984903381642512	1	0.00213841208749395	0.162105201012936	0.617694739742343	128	positive	PTGER3;ADRA2B;CD200;NPSR1;TACR2;NMU;DRD2;PDE8B;EPHA5;GHRL;KCNK9;ERBB3	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_RESPIRATORY_SYSTEM_PROCESS	Respiratory System Process	primary_adjacent_state	0.992503748125937	1	0.0542061922482673	-0.124043763041272	-0.61686479419668	39	negative	CC2D1A;PBX3;MTG2;MTG1;VANGL1;MECP2;ADH5;STARD7;FTO;CCBE1;TSHZ3;BLOC1S6	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_DITERPENOID_METABOLIC_PROCESS	Diterpenoid Metabolic Process	primary_adjacent_state	0.962367820858387	1	0.00401230024624702	0.17370136842391	0.616047717491937	61	positive	CYP27C1;CEL;RDH12;AKR1C4;LPL;RPE65;HSD17B6;CYP2S1;CYP2C18;UGT1A7;RBP1;CES1;CYP1B1;RDH16;ALDH8A1;LRP1;PNPLA4;RARRES2;ABCA4;ALDH1A3;SCPEP1;CYP26B1;CES2;ALDH1A2;BCO2;AKR1B15;CYP4V2;AKR1C3	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	Negative Regulation of Leukocyte Mediated Immunity	primary_adjacent_state	0.959670696123385	1	0.00423089089340141	0.175400596308756	0.615858547734042	56	positive	C4BPB;XCL1;HLA-G;HAVCR2;LAG3;FOXJ1;KLRD1;SPI1;CD80;CR1L;BCL6;PTPN6;HLA-F	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE	Somatic Stem Cell Population Maintenance	primary_adjacent_state	0.947538163835734	1	0.0052943766727373	0.187293558335004	0.615671512895155	36	positive	TBX1;SOX4;POU5F1;SPI1;TP63;SFRP1;ESRRB;REST;KLF10;BRAF;HES1;YAP1;TFAP2C;BMP7;SKI;LBH;PAX8;ZFP36L2	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_ZYMOGEN_ACTIVATION	Zymogen Activation	primary_adjacent_state	0.953834698436337	1	0.00489905679436101	0.182507527640588	0.615441538728254	42	positive	F5;MASP2;F2;HPN;HP	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_METANEPHROS_DEVELOPMENT	Metanephros Development	primary_adjacent_state	0.997126436781609	1	0.076149236537059	-0.111655027459466	-0.615316483514711	62	negative	BCL2;SIX1;FBN1;ACAT1;PKD2;NKX3-1;IRX3;PDGFRA;GDF11;PDGFRB;APH1A;WWTR1;AKR1B1;FOXD1;SOX9;CTSH;STAT1;FOXC2;GLI3;MYC;OSR2;EYA1;WNT7B;DLG5;KIF26B;CTNNB1;SMAD4;SIX4;LIF;EGR1;HOXC11;PKD1;BASP1;SPRY1;PAX8;LAMB2;PTCH1;IRX2;NF1;LHX1;RDH10;ROBO2;NIPBL;BMP7;ID3;POU3F3;HOXA11;LGR4;GREB1L;YAP1;HES1;AQP1;SLC22A1;ID2;PDGFA;BMP4	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_DEVELOPMENTAL_INDUCTION	Developmental Induction	primary_adjacent_state	0.94086260560249	1	0.00614788330892252	0.19816167458218	0.615117986938741	26	positive	GDNF;POU5F1;FGF1;WNT4;BMP4;WNT2B;HOXA11;FRS2;ROBO2;HIPK1;SPRY1;MESP1;HOXC11;C12orf43;AR;DKK1;HIPK2;ROBO1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	Insulin Secretion Involved in Cellular Response to Glucose Stimulus	primary_adjacent_state	0.963271251690771	1	0.0040870620175513	0.174498834313912	0.614928366454841	58	positive	CAMP;PDE8B;EPHA5;GHRL;ZBED6;SLC2A2;PLA2G6;MLXIPL;GPLD1;CLTRN	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	Regulation of Cd4 Positive Alpha Beta t Cell Differentiation	primary_adjacent_state	0.958966244725738	1	0.00456447141707323	0.178792789981807	0.614664778987972	48	positive	CD69;RUNX3;IL12RB1;IL23R;CD80;BCL6;EP300;SHB;IL23A;HLX;GATA3;RARA;CD86;HLA-DRA;NFKBIZ;JUNB;SH3RF1;HLA-DRB1;SMAD7	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_SULFUR_COMPOUND_TRANSPORT	Sulfur Compound Transport	primary_adjacent_state	0.965610109799047	1	0.00389363884910194	0.172561714022819	0.61312534045798	62	positive	SLC22A2;SLC3A1;SLC7A13;SLC44A4;SLC47A1;SLC6A13;SLC7A9;SLC26A8;GJA1;SLC26A4;SLC19A3;SLC13A3;SLC33A1;SLC35F3;SLC25A26;SLC13A4	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_POSITIVE_REGULATION_OF_VASOCONSTRICTION	Positive Regulation of Vasoconstriction	primary_adjacent_state	0.933285765251516	1	0.0075564886416266	0.222957959892079	0.613091010168004	15	positive	CD38;OXTR;TACR1;HRH2;FAAH	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_MOTILE_CILIUM_ASSEMBLY	Motile Cilium Assembly	primary_adjacent_state	0.975188891157852	1	0.00313153221461788	0.167374433166537	0.612144798673449	80	positive	DNALI1;CCDC188;ZMYND12;CFAP97D1;CCDC38;RSPH6A;DNAAF3;FOXJ1;CFAP61;MEIG1;MYCBPAP;CFAP157;DRC1;ZMYND10;SPAG17;CCDC181;RSPH9;DNAAF11	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_ORGAN_INDUCTION	Organ Induction	primary_adjacent_state	0.938077634011091	1	0.00694373976096936	0.210680964925453	0.612111703035966	19	positive	GDNF;POU5F1;FGF1;BMP4;WNT2B;HOXA11;FRS2;ROBO2;SPRY1;MESP1;HOXC11;AR;DKK1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_SPINAL_CORD_DEVELOPMENT	Spinal Cord Development	primary_adjacent_state	0.971182442826377	1	0.00341623248152297	0.169016273597899	0.611580222554556	72	positive	GBX1;VSTM5;GDNF;LHX3;SLIT1;LHX4;DRAXIN;SOX4;WNT3A;PROX1;NPFF;LONRF2;VLDLR;NOTCH1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION	Regulation of Neuron Projection Arborization	primary_adjacent_state	0.965473948524796	1	0.0338468518961559	-0.164949100378256	-0.61105609203351	15	negative	MFSD2A;MYO9A;MACF1;MAP3K13;WNT5A;MOV10;SPRY3	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	Positive Regulation of Type 2 Immune Response	primary_adjacent_state	0.965473948524796	1	0.0338468518961559	-0.164729416001234	-0.610242268395815	15	negative	DENND1B;CD81;IL18;PRKCZ;NLRP3;IL33;IL6;CD74;RSAD2;NOD2;IDO1;CD86;RARA;GATA3	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_MUSCLE_CONTRACTION	Regulation of Muscle Contraction	primary_adjacent_state	0.987720181177655	1	0.00199688369583565	0.160090575188482	0.610164223981031	129	positive	ADRA2B;GSTM2;TACR2;NMU;EDN2;TRDN;TRPV4;ACTN3;ADCY10;GHRL;NPNT;SCN4A;CACNA1C;CHRNA3;FKBP1C;JUP;KCNB2;TNNT3;SCN5A;MYBPC3;ADGRD1;MYH7B;ADORA1;NPPA;KCNQ1;DSP;TACR1;CHRNB4;TNNC2;MYLK2;CHRM2;SLC9A1;GUCY1A1;JPH2;FKBP1B;MYL3;ATP2A1;PKP2;TACR3;SRF;ADRB2;CACNA2D1;TPM1;GPER1;ADRA1B;PDE4D	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD	Morphogenesis of an Epithelial Fold	primary_adjacent_state	0.962025316455696	1	0.0362477349578108	-0.158526876882074	-0.61012113799559	17	negative	CFL1;WNT5A;OVOL2;LUZP1;CTNNB1;EGFR;NOG;AR;BMP5;CECR2;RDH10;BMP7;HIF1A;WNT2B;BMP4;SULF1;FGFR2	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_POTASSIUM_ION_HOMEOSTASIS	Potassium Ion Homeostasis	primary_adjacent_state	0.942146017699115	1	0.00602212902799658	0.195046232868633	0.610096669657765	27	positive	ATP1B2;SCNN1B;ATP12A;FXYD7;KCNQ1;FXYD1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION	Negative Regulation of Blood Circulation	primary_adjacent_state	0.936337961873382	1	0.0073121163515687	0.218368919482134	0.610094050788602	16	positive	ADCY10;SPTBN4;NPFF;FKBP1B;AGER	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_BONE_RESORPTION	Bone Resorption	primary_adjacent_state	0.961768094689431	1	0.00430872536019915	0.17529500830619	0.609913275067437	52	positive	TNFSF11;CD38;ADAM8;IL20RA;KISS1R;BGLAP;RAB7A;CSF1R;PTK2B;TMEM119;P2RX7;ADRB2;SYK;EXT1;ARAP1;PDK4;SPP1;TRAF6;INPP5D;TNFRSF11A;GPR137B;NF1;TPP1;CTSK;DUSP18;ITGB3	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_SKIN_DEVELOPMENT	Skin Development	primary_adjacent_state	0.99749949989998	1	0.000764435195896908	0.154231366670786	0.607641332093688	234	positive	LCE1E;HRNR;DNASE1L2;KRT16;ALOX15B;FRAS1;KRT9;TGM1;FGF7;EVPL;IL20;LHX2;PKP1;LIPK;JUP;KDF1;LCE1F;FGFR2;GAL;TMPRSS11F;CASP14;HOXA7;KRT17;ALOX12;CDH3;LCE1C;PLAAT4;TP63;IVL;KRT78;FOSL2;NGFR;DSP;TFAP2B;ADAM9;AHDC1;NCOA3;FST;SLC2A10;EXPH5;NOTCH1;ALX4;KRT5;MACROH2A2;ERRFI1;IRF6;DLX3;ADAMTS2;APCDD1;MAFB;COL3A1;COL5A1;HOXC13;SLITRK5;RIPK4;SRF;WDR48;PPL;PDGFA;RYR1;ALOXE3;ABCB6;LCE3D;FA2H;POU3F1;EXT1;WNT10B;KRT79;LAMA5;POU2F3;GRHL1;IGFBP5;CLIC4;CYSRT1;GBA1;YAP1;CYP26B1;NFKBIZ;ATP8A2;PTCH2;ABCA12;OPN3;LGR4;DLL1;KRT86;AKR1C3;ITGB4;FZD6;TFAP2C;CYP27B1;ST14;PKP3;PRKCH;TMEM79;LATS1;PSEN1;LRP4;S100A7;MYSM1;NF1;KLF4	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_MESODERM_DEVELOPMENT	Mesoderm Development	primary_adjacent_state	0.979726305119108	1	0.00268994639058628	0.163043294395523	0.606868212896766	95	positive	DAND5;TRIM15;TBX1;TBX6;BTK;SCX;VEGFA;LHX2;FGFR2;BMX;WNT3A;GJA1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH	Regulation of Developmental Growth	primary_adjacent_state	0.998299829982998	1	0.000629422953111834	0.15333552314783	0.6066105737753	258	positive	FGF9;DSCAM;CAPN3;CPNE9;CACNG7;CDH1;DRD2;L1CAM;TLL2;RAB21;ACTN3;ADRB1;ADCY10;GHRL;VEGFA;SLIT1;BCL11A;RND2;GHR;SPTBN4;SEMA3G;FGFR3;SLC6A4;DRAXIN;TRIM46;VIL1;SEMA6C;IGF1;MBD5;SYT17;FN1;EPHA7;FGFR2;WNT3A;CCNB1;CXCL12;NGF;MUSK;PLAC8;SYT2;SEMA3A;CDH4;IST1;CDKN1B;NKX6-1;KCNK2;PROX1;GDF5;FOSL2;GAMT;RIMS1;NRCAM;NTN1;SLC6A3;NOTCH1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_HEMATOPOIETIC_STEM_CELL_HOMEOSTASIS	Hematopoietic Stem Cell Homeostasis	primary_adjacent_state	0.949586321014892	1	0.00580364345381564	0.192836772827942	0.606584050148589	28	positive	P2RY14;ARMCX5-GPRASP2;SOX4;GPRASP2;FSTL1;MYCT1;GLIS2	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_FEMALE_GENITALIA_DEVELOPMENT	Female Genitalia Development	primary_adjacent_state	0.938399334046855	1	0.00746023738106687	0.220585539322578	0.606567315188902	15	positive	SRD5A2;MERTK;STRA6;AXL;CYP19A1;TACR3;ESR1;TBX3	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_NEGATIVE_REGULATION_OF_GLIOGENESIS	Negative Regulation of Gliogenesis	primary_adjacent_state	0.946865273454869	1	0.00601974626054913	0.195270378129193	0.606143050399905	26	positive	GPR37L1;F2;NKX6-1;NOTCH1;DLX2;DUSP10;RNF10;ID2;NR1D1;TREM2;HES1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	Negative Regulation of Natural Killer Cell Mediated Immunity	primary_adjacent_state	0.944261923643367	1	0.00645002509408644	0.20169314101117	0.606107029593233	22	positive	HLA-G;HAVCR2;KLRD1;HLA-F;HLA-B;HLA-A;CD96;NECTIN2;INPP5D;CEACAM1;SERPINB9;KLRC1;NECTIN4	ETP_reference_balanced_threshold_2_24
