cancer	drug	correlation
COREAD	Pictilisib	-0.178172372354847
COREAD	Sapitinib	-0.174890867861074
COREAD	AZD5363	-0.17269331203349
COREAD	AZD7762	-0.166254581265147
COREAD	Vorinostat	-0.166107038771656
COREAD	765771	-0.162672289033467
COREAD	Romidepsin	-0.161210704728676
COREAD	Alpelisib	-0.157907486428083
COREAD	WEHI-539	-0.15703882634611
COREAD	GNE-317	-0.154882527115776
COREAD	Tanespimycin	-0.152254033205265
COREAD	BEN	-0.151272525172468
COREAD	VX-11e	-0.150965493502672
COREAD	Osimertinib	-0.149793154853986
COREAD	VTP-B	-0.149055501420763
COREAD	AZD5582	-0.147987690181253
COREAD	AZD5991	-0.146646087752312
COREAD	Dihydrorotenone	-0.143800647422131
COREAD	Erlotinib	-0.13472418982772
COREAD	A-366	-0.134612582637838
COREAD	ZM447439	-0.133552439454125
COREAD	ERK_6604	-0.132111418957801
COREAD	Bortezomib	-0.130004566438232
COREAD	Remodelin	-0.122824522988403
COREAD	Gefitinib	-0.120985736373603
COREAD	KU-55933	-0.116585197880565
COREAD	AZD6738	-0.112782241314762
COREAD	AZD2014	-0.108687930282769
COREAD	AZD1208	-0.107721845834082
COREAD	PLX-4720	-0.107071820247275
COREAD	Tamoxifen	-0.106581334512971
COREAD	Dacarbazine	-0.106423035653362
COREAD	IAP_5620	-0.105230093622881
COREAD	CDK9_5038	-0.10163450587285
COREAD	WIKI4	-0.0985272718355757
COREAD	BMS-345541	-0.0983586101749648
COREAD	IGF1R_3801	-0.0983222044271098
COREAD	Acetalax	-0.0976361102392535
COREAD	729189	-0.0968011442599193
COREAD	AZD3759	-0.0967670814701703
COREAD	EPZ5676	-0.0956522748688343
COREAD	Ribociclib	-0.0950702996745836
COREAD	EPZ004777	-0.0913307708211272
COREAD	THR-102	-0.0869406183114455
COREAD	BMS-536924	-0.0848040942959008
COREAD	THR-101	-0.083074004527394
COREAD	N30652-18-1	-0.0821119129764908
COREAD	PAK_5339	-0.0817974954856127
COREAD	AGK2	-0.0784743503720572
COREAD	SB216763	-0.0782846765517691
COREAD	Dactolisib	-0.0779713829460524
COREAD	ascorbate (vitamin C)	-0.0766630344038066
COREAD	N29087-69-1	-0.076274464250371
COREAD	Vismodegib	-0.0752604446820399
COREAD	I-BET-762	-0.0726229810669557
COREAD	Fulvestrant	-0.0716828486344404
COREAD	Rapamycin	-0.0709069800573979
COREAD	glutathione	-0.0696503547899708
COREAD	AZD8055	-0.068928022142577
COREAD	MN-64	-0.068131655543743
COREAD	Oxaliplatin	-0.0659403714530489
COREAD	OF-1	-0.0640979653013834
COREAD	LGK974	-0.0597731765293441
COREAD	GSK2256098C	-0.0561345333880735
COREAD	Sorafenib	-0.0558536809627865
COREAD	Nilotinib	-0.0536594502795361
COREAD	Sepantronium bromide	-0.0533916108973778
COREAD	Paclitaxel	-0.0527414850688736
COREAD	123138	-0.0521678072462456
COREAD	CDK9_5576	-0.045013922002318
COREAD	UNC0638	-0.0447393874517828
COREAD	LMB_AB3	-0.0443674347597473
COREAD	GSK626616AC	-0.0356336664087132
COREAD	GDC0810	-0.0341764718435898
COREAD	UMI-77	-0.0339151236361774
COREAD	MK-8776	-0.0307679148828628
COREAD	Bosutinib	-0.0280478244646162
COREAD	Gallibiscoquinazole	-0.0274318773101909
COREAD	MG-132	-0.0237625424790467
COREAD	I-BRD9	-0.0223883716087006
COREAD	743380	-0.0201616642486602
COREAD	alpha-lipoic acid	-0.019726427776766
COREAD	GSK343	-0.0185594223814374
COREAD	Temozolomide	-0.0181650721458736
COREAD	Schweinfurthin A	-0.0160542796286777
COREAD	OSI-027	-0.0144771551689302
COREAD	BPD-00008900	-0.0131303841788761
COREAD	MIRA-1	-0.0126783391006728
COREAD	Wee1 Inhibitor	-0.0122372290810484
COREAD	GSK2830371	-0.0111452437284961
COREAD	GSK2578215A	-0.0098597863453372
COREAD	Crizotinib	-0.00760101571546014
COREAD	SGC0946	-0.00584339906465515
COREAD	Venetoclax	-0.00498479196001127
COREAD	Wnt-C59	-0.00285079268486549
COREAD	N-acetyl cysteine	-0.00229838690249273
COREAD	VSP34_8731	-0.000172720299906092
COREAD	Nelarabine	0.000623106732830179
COREAD	Veliparib	0.00258156346146881
COREAD	776928	0.00343394985373265
COREAD	GSK2830371A	0.00368557805605621
COREAD	741909	0.00613972393054203
COREAD	Cediranib	0.0063551052482197
COREAD	LMP744	0.00760069428089114
COREAD	Dinaciclib	0.00844000807290313
COREAD	VE-822	0.00904247789602527
COREAD	5-Fluorouracil	0.0097724252273362
COREAD	TAF1_5496	0.0105624300303013
COREAD	YK-4-279	0.011594283655142
COREAD	JAK_8517	0.0145730337129539
COREAD	AZ6102	0.0148884876287607
COREAD	N27922-53-1	0.0157918245203014
COREAD	Talazoparib	0.0171338452981818
COREAD	GSK2110183B	0.0186162398530226
COREAD	Axitinib	0.0188030687328955
COREAD	615590	0.0193501970999334
COREAD	Vinorelbine	0.0208673625266284
COREAD	Palbociclib	0.0224906362272834
COREAD	CCT007093	0.0257644861280192
COREAD	ICL-SIRT078	0.0261792305467103
COREAD	BDP-00009066	0.0267416566620961
COREAD	NU7441	0.02682839685811
COREAD	Buparlisib	0.0269036756549409
COREAD	HKMTI-1-005	0.0271202953001007
COREAD	RVX-208	0.0289852267552629
COREAD	P22077	0.0297810895269018
COREAD	Fludarabine	0.0315494056160636
COREAD	MK-1775	0.0335946451440175
COREAD	PD173074	0.0355588031434965
COREAD	AZD4547	0.0369982171803301
COREAD	Zoledronate	0.0384549053050605
COREAD	Cyclophosphamide	0.0393114860956
COREAD	MIM1	0.0399950491630844
COREAD	AT13148	0.0438353098603674
COREAD	Serdemetan	0.0456801379010468
COREAD	720427	0.047122050360808
COREAD	Irinotecan	0.0484430085421743
COREAD	Motesanib	0.0485170049817304
COREAD	VE821	0.0486112230330803
COREAD	Eg5_9814	0.0504875903435774
COREAD	Staurosporine	0.0526135429190115
COREAD	UNC0379	0.0533752868148668
COREAD	POMHEX	0.0543286488641011
COREAD	GSK3337463A	0.057215290982646
COREAD	L-Oxonoreleagnine	0.0583377908878626
COREAD	GSK1904529A	0.0583978746852823
COREAD	BIBR-1532	0.0638143478211985
COREAD	VTP-A	0.0648919939429363
COREAD	Doramapimod	0.0654008733254689
COREAD	AZD5438	0.0655840515696955
COREAD	AZD5153	0.0674512427975886
COREAD	Vinblastine	0.067970654729634
COREAD	LMB_AB2	0.0704565133398332
COREAD	Picolinici-acid	0.0739214243826717
COREAD	Bleomycin	0.0740737617114215
COREAD	THR-103	0.0752742206131234
COREAD	AZD1332	0.0771570213592679
COREAD	IWP-2	0.0811640197799993
COREAD	LMB_AB1	0.0817078197255342
COREAD	OTX015	0.0819202035538805
COREAD	Docetaxel	0.0826934146328918
COREAD	SN-38	0.0833611001510937
COREAD	GSK591	0.0855982875799495
COREAD	EHT-1864	0.0869707157811716
COREAD	XAV939	0.0877391773227982
COREAD	Dasatinib	0.0892529641831546
COREAD	Camptothecin	0.0919773844452471
COREAD	CT7033-2	0.097007245210958
COREAD	AGI-6780	0.0977275970664373
COREAD	Foretinib	0.0995217864251491
COREAD	IRAK4_4710	0.100282415612167
COREAD	Rucaparib	0.102352174552433
COREAD	AGI-5198	0.107189939861403
COREAD	GSK2606414	0.110199699076329
COREAD	Olaparib	0.110399536028029
COREAD	LJI308	0.111285817351379
COREAD	JAK1_8709	0.112345013750043
COREAD	Obatoclax Mesylate	0.115956895261645
COREAD	PRIMA-1MET	0.11641242545985
COREAD	Pyridostatin	0.12166493979717
COREAD	LY2109761	0.12195794349314
COREAD	Topotecan	0.123368113943261
COREAD	JQ1	0.125202539888114
COREAD	Dactinomycin	0.129776923514956
COREAD	GW441756	0.132146292289575
COREAD	50869	0.13359290934713
COREAD	Methotrexate	0.136066916116168
COREAD	Lenalidomide	0.139171308353528
COREAD	PFI3	0.145123659243748
COREAD	Sabutoclax	0.145237072871924
COREAD	Mitoxantrone	0.148889608995029
COREAD	Telomerase Inhibitor IX	0.149012877780794
COREAD	BDOCA000347a	0.149917835182178
COREAD	Alisertib	0.150190740656186
COREAD	LCL161	0.150269495833508
COREAD	PFI-1	0.152410665708297
COREAD	Savolitinib	0.154273539201373
COREAD	Podophyllotoxin bromide	0.157914118080673
COREAD	AMG-319	0.158212936644292
COREAD	Luminespib	0.163340850191449
COREAD	Entospletinib	0.163682092647996
COREAD	PRT062607	0.164037497119639
COREAD	Epirubicin	0.165406572406812
COREAD	ML323	0.166036096358419
COREAD	667880	0.168322228552288
COREAD	GSK-LSD1-2HCl 	0.171930286296667
COREAD	Temsirolimus	0.17894244540523
COREAD	Leflunomide	0.179125201324238
COREAD	PBD-288	0.187203483904578
COREAD	JNK Inhibitor VIII	0.188597754059409
COREAD	GSK2276186C	0.188980900646334
COREAD	Gemcitabine	0.190906163089888
COREAD	Teniposide	0.190909320814306
COREAD	AZ960	0.191306246375936
COREAD	RO-3306	0.193389718956723
COREAD	Elephantin	0.196895418130466
COREAD	Cisplatin	0.197426066231663
COREAD	N25720-51-A1	0.201207368852353
COREAD	Pevonedistat	0.203098009893168
COREAD	Ruxolitinib	0.203547130189061
COREAD	WZ4003	0.208626063427268
COREAD	Daporinad	0.209016213918353
COREAD	BDILV000379a	0.211016663644597
COREAD	Cytarabine	0.213171089152666
COREAD	TW 37	0.213475847429844
COREAD	GSK-LSD1	0.215179808997357
COREAD	CZC24832	0.219800210476461
COREAD	BI-2536	0.227500360984772
COREAD	BDF00022089a	0.22959486743455
COREAD	PCI-34051	0.235448825066435
COREAD	CPI-637	0.24378426421227
COREAD	630600	0.244689153804734
COREAD	150412	0.246644240134435
COREAD	123829	0.248106345088027
COREAD	GSK2801	0.251560553863153
COREAD	Lestaurtinib	0.254008785681988
COREAD	5-azacytidine	0.266083271855342
COREAD	Nutlin-3a (-)	0.269075391661316
COREAD	KRAS (G12C) Inhibitor-12	0.274894128294976
COREAD	SGC-CBP30	0.278501201166767
COREAD	Bleomycin (50 uM)	0.292128021384762
COREAD	Sinularin	0.296226935831623
COREAD	Mirin	0.316108608402169
COREAD	Niraparib	0.322049803211148
COREAD	Bromosporine	0.335829433452296
COREAD	Mycophenolic acid	0.368986206656875
ALL	Cediranib	-0.511771595496637
ALL	WEHI-539	-0.484610896572293
ALL	GSK-LSD1	-0.454124366882562
ALL	GSK1904529A	-0.434056282692256
ALL	SCH772984	-0.416612030150901
ALL	MIRA-1	-0.414249436544936
ALL	Avagacestat	-0.411098377524227
ALL	Luminespib	-0.409133099261746
ALL	MG-132	-0.390126731082073
ALL	Pictilisib	-0.368820777328375
ALL	N30652-18-1	-0.363029545806897
ALL	Bleomycin (50 uM)	-0.353181704901971
ALL	ICL-SIRT078	-0.349572899885233
ALL	alpha-lipoic acid	-0.345637009674064
ALL	Ruxolitinib	-0.337879488824749
ALL	THR-102	-0.306269327957334
ALL	GSK591	-0.299758049357356
ALL	THR-101	-0.299203082771133
ALL	Entospletinib	-0.289631185644143
ALL	KU-55933	-0.288235481766579
ALL	N27922-53-1	-0.272946946068423
ALL	Lapatinib	-0.267006333064815
ALL	SGC0946	-0.266676598064408
ALL	Palbociclib	-0.261092736601803
ALL	630600	-0.258167828810556
ALL	N29087-69-1	-0.255020896870375
ALL	VTP-B	-0.250267923413359
ALL	THR-103	-0.248813251473758
ALL	Selumetinib	-0.246717313423748
ALL	PRT062607	-0.231991469059285
ALL	GSK343	-0.227490410545854
ALL	OSI-027	-0.226271987546935
ALL	Taselisib	-0.225893549645985
ALL	Wee1 Inhibitor	-0.221178342360491
ALL	Pyridostatin	-0.219246663107182
ALL	UNC0379	-0.215665622395005
ALL	Refametinib	-0.213911266051989
ALL	Bortezomib	-0.197768860275932
ALL	Osimertinib	-0.196191854095661
ALL	VX-11e	-0.195283427955397
ALL	MK-1775	-0.192797491210598
ALL	Afatinib	-0.191215929071074
ALL	PD173074	-0.186961181468248
ALL	Sinularin	-0.181123825089531
ALL	BI-2536	-0.174433221609318
ALL	Uprosertib	-0.173065843423139
ALL	Alpelisib	-0.165664011179803
ALL	PRIMA-1MET	-0.164580187374323
ALL	LGK974	-0.162543142776463
ALL	AGK2	-0.161559059964119
ALL	BDILV000379a	-0.149178445349244
ALL	Gefitinib	-0.147680313765356
ALL	RVX-208	-0.147269098624139
ALL	GSK-LSD1-2HCl 	-0.145771212899312
ALL	Bromosporine	-0.136435175071815
ALL	Ulixertinib	-0.13170985609979
ALL	RO-3306	-0.129043217028414
ALL	XAV939	-0.125832967912656
ALL	Vorinostat	-0.1233189369807
ALL	765771	-0.121772126995457
ALL	SB590885	-0.121169579074663
ALL	Telomerase Inhibitor IX	-0.114647523987764
ALL	EHT-1864	-0.114461580526166
ALL	PD0325901	-0.110837222516775
ALL	I-BET-762	-0.108717907196876
ALL	Linsitinib	-0.107858015401901
ALL	Trametinib	-0.105927834599392
ALL	ULK1_4989	-0.0979203327616003
ALL	MIM1	-0.089972279861387
ALL	AGI-6780	-0.089661442218628
ALL	JNK Inhibitor VIII	-0.0891162975635772
ALL	OTX015	-0.0820604126508463
ALL	Afuresertib	-0.0757877708545655
ALL	ML323	-0.0720525925199267
ALL	NVP-ADW742	-0.0692687628248957
ALL	GSK2578215A	-0.06823435167454
ALL	CZC24832	-0.0640168737075782
ALL	Vismodegib	-0.0614802723534254
ALL	MK-2206	-0.0565480092304787
ALL	CT7033-2	-0.0537253589848995
ALL	Leflunomide	-0.0481760611494535
ALL	Navitoclax	-0.0450066839712471
ALL	GDC0810	-0.0349193955886885
ALL	Temozolomide	-0.034719029844017
ALL	HKMTI-1-005	-0.0344356253254051
ALL	150412	-0.0341910750540044
ALL	Ipatasertib	-0.033336499149006
ALL	PCI-34051	-0.0311124712119557
ALL	ZM447439	-0.0304421754003438
ALL	Sapitinib	-0.0297985437817608
ALL	Staurosporine	-0.0291783407239683
ALL	AZD8186	-0.0281907085164462
ALL	WZ4003	-0.0279954424522869
ALL	IWP-2	-0.027873887803184
ALL	AZD6738	-0.0271074608921585
ALL	Tamoxifen	-0.0212866323905257
ALL	BDP-00009066	-0.0192327316924729
ALL	Fulvestrant	-0.0184327933102928
ALL	N25720-51-A1	-0.0183233413959021
ALL	GSK2801	-0.0179586351463073
ALL	Temsirolimus	-0.0164262761154726
ALL	Dactolisib	-0.0155442116156029
ALL	BMS-536924	-0.0127992913295165
ALL	VE-822	-0.0106609429982991
ALL	Mirin	-0.00750002593023361
ALL	MK-8776	-0.00721601004321957
ALL	Rucaparib	-0.00719562156364829
ALL	BDOCA000347a	-0.00119114496115085
ALL	Motesanib	-0.000355358650473468
ALL	AMG-319	0.00282419330465103
ALL	PFI3	0.00980319345011336
ALL	Bleomycin	0.0133138483632184
ALL	Serdemetan	0.0142881860991814
ALL	AT13148	0.0146423525834682
ALL	Veliparib	0.0157141677037412
ALL	Romidepsin	0.0168403419493611
ALL	PFI-1	0.0188885678161284
ALL	GW441756	0.0253868962352838
ALL	BMS-754807	0.0272469719179061
ALL	Foretinib	0.0318976254267408
ALL	Dabrafenib	0.0325690145356884
ALL	POMHEX	0.036342496252556
ALL	AZD1332	0.0388922865035043
ALL	AZD5363	0.0390514169665074
ALL	Sabutoclax	0.0413122174830038
ALL	NU7441	0.0418162952746726
ALL	AZD1208	0.0429564367973302
ALL	ERK_2440	0.0433128933994443
ALL	AZD2014	0.0434502263365399
ALL	Obatoclax Mesylate	0.0518986730618337
ALL	Oxaliplatin	0.052280474568656
ALL	Crizotinib	0.0530209032897661
ALL	Picolinici-acid	0.0552059691540793
ALL	ABT737	0.056101380298218
ALL	AZD7762	0.0570904579995954
ALL	LJI308	0.0571414449055996
ALL	EPZ5676	0.058138549992076
ALL	Cisplatin	0.0587100888477417
ALL	ERK_6604	0.0604256885831123
ALL	BPD-00008900	0.0617624506838251
ALL	BDF00022089a	0.0644793089594605
ALL	Buparlisib	0.0660089447461442
ALL	Doramapimod	0.070256216502184
ALL	WIKI4	0.0761666845116742
ALL	UNC0638	0.0792498075165006
ALL	LCL161	0.0816065279883326
ALL	Epirubicin	0.0834242988259856
ALL	BMS-345541	0.091074388316931
ALL	TAF1_5496	0.0961107499338234
ALL	Lenalidomide	0.0964741657275037
ALL	ascorbate (vitamin C)	0.0971475923685413
ALL	SGC-CBP30	0.0973659712769225
ALL	P22077	0.110281032709392
ALL	Elephantin	0.110928643710768
ALL	JAK1_8709	0.11372123946329
ALL	Dihydrorotenone	0.119931746625203
ALL	123138	0.121997564246635
ALL	123829	0.125845935107158
ALL	IRAK4_4710	0.127468210081933
ALL	GNE-317	0.131538241068598
ALL	Nutlin-3a (-)	0.135868547044268
ALL	UMI-77	0.13629200116743
ALL	glutathione	0.13935468385036
ALL	Cytarabine	0.140067321509906
ALL	AZD8055	0.142603873065336
ALL	AZD5582	0.143717672097358
ALL	AZD3759	0.144506401102626
ALL	Tanespimycin	0.152431302650343
ALL	Sorafenib	0.153739434163778
ALL	I-BRD9	0.157556974028667
ALL	Entinostat	0.159242534844013
ALL	Docetaxel	0.163650839300727
ALL	Olaparib	0.164352545740489
ALL	GSK2110183B	0.165998733782932
ALL	Ribociclib	0.168079192620529
ALL	OF-1	0.169963113368623
ALL	Irinotecan	0.175060793567565
ALL	SN-38	0.176107995685906
ALL	A-366	0.176340752808131
ALL	VE821	0.177199780834475
ALL	Nelarabine	0.192550043397559
ALL	IAP_5620	0.196262060094125
ALL	CCT007093	0.201536929799534
ALL	GSK2830371	0.20254734518899
ALL	Mycophenolic acid	0.207536869850019
ALL	Methotrexate	0.209720254491557
ALL	VSP34_8731	0.210450744208773
ALL	Paclitaxel	0.212887423719568
ALL	KRAS (G12C) Inhibitor-12	0.219979438226616
ALL	Axitinib	0.223515390551229
ALL	CPI-637	0.223629394803651
ALL	Vinblastine	0.241419704006402
ALL	JQ1	0.241420189709847
ALL	PLX-4720	0.24316534973565
ALL	Talazoparib	0.24468692544783
ALL	Niraparib	0.245835796433189
ALL	AZ960	0.25091891248847
ALL	GSK3337463A	0.253701767967191
ALL	Gemcitabine	0.256635750477365
ALL	Savolitinib	0.262468569257167
ALL	EPZ004777	0.266887238625172
ALL	Rapamycin	0.271089546855179
ALL	LMB_AB2	0.273607553569749
ALL	Camptothecin	0.278637267883291
ALL	AGI-5198	0.279334524099692
ALL	Acetalax	0.282195225242735
ALL	AZD5153	0.285858818911425
ALL	Lestaurtinib	0.286753134106451
ALL	GSK2606414	0.288559109070416
ALL	PBD-288	0.294051306406631
ALL	Alisertib	0.296336334576477
ALL	Ibrutinib	0.298833902433044
ALL	Wnt-C59	0.309915402501709
ALL	VTP-A	0.312293601501279
ALL	5-Fluorouracil	0.313887762886425
ALL	Nilotinib	0.31507441297114
ALL	776928	0.316889142195352
ALL	CDK9_5038	0.318073617649864
ALL	Bosutinib	0.318980155609842
ALL	Pevonedistat	0.321377253865442
ALL	SB216763	0.322549383578493
ALL	Erlotinib	0.327407262573649
ALL	Dasatinib	0.327828688016355
ALL	667880	0.331588866742152
ALL	GSK2830371A	0.34264234626524
ALL	Schweinfurthin A	0.343981335105784
ALL	AZD4547	0.34561944996377
ALL	AZ6102	0.354013852306733
ALL	PAK_5339	0.355849479870176
ALL	741909	0.377128099324868
ALL	Venetoclax	0.384275614206271
ALL	N-acetyl cysteine	0.394141143789342
ALL	LMB_AB1	0.39962644022418
ALL	Sepantronium bromide	0.401248991734202
ALL	Vinorelbine	0.403506973701347
ALL	LMB_AB3	0.406040481728104
ALL	MN-64	0.408949194468069
ALL	GSK2276186C	0.417091379641258
ALL	743380	0.42844310838208
ALL	Dinaciclib	0.430916320144764
ALL	720427	0.432030490494903
ALL	LMP744	0.441751890281796
ALL	Podophyllotoxin bromide	0.441961653738239
ALL	LY2109761	0.443601900061387
ALL	Cyclophosphamide	0.443638016302564
ALL	JAK_8517	0.44838299659702
ALL	Dactinomycin	0.452093988556087
ALL	Zoledronate	0.459798416431883
ALL	5-azacytidine	0.460579698740585
ALL	Gallibiscoquinazole	0.462420040264899
ALL	CDK9_5576	0.464806554448934
ALL	BIBR-1532	0.468982932392817
ALL	IGF1R_3801	0.500030676863415
ALL	YK-4-279	0.502198339012267
ALL	AZD5438	0.506594157955827
ALL	Teniposide	0.512725225769325
ALL	AZD5991	0.543954430219485
ALL	729189	0.544551774346203
ALL	615590	0.546597327539095
ALL	Dacarbazine	0.555308208086913
ALL	Topotecan	0.564321911400179
ALL	GSK626616AC	0.581264709132091
ALL	L-Oxonoreleagnine	0.59218788068617
ALL	Eg5_9814	0.6314541583378
ALL	Mitoxantrone	0.642451402526317
ALL	GSK2256098C	0.65332198248907
ALL	Fludarabine	0.676620531113029
ALL	BEN	0.738553685264129
ALL	50869	0.791088441058002
LGG	Sorafenib	-0.801629018536647
LGG	MIRA-1	-0.765981406887244
LGG	Veliparib	-0.748157087639781
LGG	GDC0810	-0.719380747348481
LGG	EPZ004777	-0.704153724694626
LGG	Gefitinib	-0.678494427513344
LGG	EHT-1864	-0.672209818401676
LGG	SB216763	-0.671304729798324
LGG	AZD6738	-0.668280517314225
LGG	Osimertinib	-0.636525541429422
LGG	EPZ5676	-0.629425771799462
LGG	WEHI-539	-0.603856903267294
LGG	Gemcitabine	-0.588197311064696
LGG	Temozolomide	-0.584769736762605
LGG	Camptothecin	-0.567687803160908
LGG	NVP-ADW742	-0.56705609707454
LGG	Luminespib	-0.566678144752568
LGG	Telomerase Inhibitor IX	-0.558044203137841
LGG	Dactolisib	-0.553400452710261
LGG	Linsitinib	-0.544334879100114
LGG	AT13148	-0.543471200513135
LGG	Irinotecan	-0.538663335891137
LGG	AZD4547	-0.538629335529753
LGG	Venetoclax	-0.536747088615666
LGG	Taselisib	-0.5283081548237
LGG	GSK343	-0.527196262272716
LGG	GW441756	-0.526965591302161
LGG	Motesanib	-0.52525952297282
LGG	P22077	-0.522457655677155
LGG	Bosutinib	-0.521843671113386
LGG	PFI-1	-0.5009919641938
LGG	Oxaliplatin	-0.492983609630844
LGG	AZD7762	-0.492799161634745
LGG	AZD3759	-0.489541676933221
LGG	SB590885	-0.486014659587794
LGG	Fulvestrant	-0.48116439300392
LGG	AGK2	-0.473352996017213
LGG	SGC0946	-0.46756112689809
LGG	JQ1	-0.465869225944993
LGG	NU7441	-0.463818070560918
LGG	Savolitinib	-0.462364692319122
LGG	SN-38	-0.461038151652519
LGG	Wee1 Inhibitor	-0.454161510160372
LGG	Ipatasertib	-0.44901783257401
LGG	Sapitinib	-0.448345705572459
LGG	Cyclophosphamide	-0.447134801313156
LGG	I-BRD9	-0.441279522452118
LGG	Nilotinib	-0.439107272768822
LGG	Afatinib	-0.434410118800249
LGG	Talazoparib	-0.432567134283612
LGG	Lestaurtinib	-0.428802891156675
LGG	Epirubicin	-0.4279326595681
LGG	Temsirolimus	-0.422208978458059
LGG	Tamoxifen	-0.419735052736495
LGG	MK-1775	-0.41526378285346
LGG	MK-2206	-0.412539602805208
LGG	Uprosertib	-0.407827044582813
LGG	Ribociclib	-0.40651024318922
LGG	Buparlisib	-0.398095399851746
LGG	Lenalidomide	-0.397920881246784
LGG	Dactinomycin	-0.396651225433474
LGG	AZ6102	-0.396087434467275
LGG	Pictilisib	-0.379209478916672
LGG	Olaparib	-0.373775844175596
LGG	GSK2578215A	-0.369167312263381
LGG	LGK974	-0.357016687348904
LGG	Afuresertib	-0.355390824485557
LGG	Serdemetan	-0.355013622072016
LGG	YK-4-279	-0.352759074007119
LGG	Crizotinib	-0.350390421319947
LGG	Rucaparib	-0.338905551241477
LGG	Bortezomib	-0.337568386648721
LGG	OSI-027	-0.337331597285913
LGG	Docetaxel	-0.335694134063657
LGG	Cediranib	-0.331537408111793
LGG	Vorinostat	-0.330614043308649
LGG	Rapamycin	-0.31343430770697
LGG	Pevonedistat	-0.309672774756556
LGG	AZD5363	-0.309142094124076
LGG	Staurosporine	-0.307148118902115
LGG	KU-55933	-0.30645936572414
LGG	GSK591	-0.30577823028612
LGG	SCH772984	-0.301207405968442
LGG	PD173074	-0.298429325051311
LGG	Vinorelbine	-0.296236360245852
LGG	Alpelisib	-0.293068204726007
LGG	LJI308	-0.291772965584114
LGG	Axitinib	-0.280620533269159
LGG	AGI-5198	-0.266895418368489
LGG	Vismodegib	-0.264349567765661
LGG	Erlotinib	-0.258621927713288
LGG	WIKI4	-0.250975406943469
LGG	Navitoclax	-0.246958808698207
LGG	Tanespimycin	-0.235092967232636
LGG	Selumetinib	-0.234894748633941
LGG	5-Fluorouracil	-0.22968233772948
LGG	Palbociclib	-0.221606786315902
LGG	JNK Inhibitor VIII	-0.22115703756925
LGG	BI-2536	-0.220026136906316
LGG	BMS-754807	-0.193842797179027
LGG	VE821	-0.193170082021349
LGG	Lapatinib	-0.186306386284766
LGG	GSK1904529A	-0.182045438275602
LGG	AZD8186	-0.175830993289547
LGG	ABT737	-0.175616873867229
LGG	BMS-536924	-0.136030945012576
LGG	Doramapimod	-0.134687817815492
LGG	Daporinad	-0.125649344328874
LGG	MG-132	-0.106885910854206
LGG	Paclitaxel	-0.103846725711931
LGG	PD0325901	-0.100907178534969
LGG	Sepantronium bromide	-0.072598024464059
LGG	Avagacestat	-0.00551690596297751
LGG	RO-3306	0.0171994424728126
LGG	Alisertib	0.051976710329102
LGG	VX-11e	0.0779396844871515
LGG	ZM447439	0.0914405803699094
LGG	Ulixertinib	0.0972595218937488
LGG	PLX-4720	0.13774135239461
LGG	Refametinib	0.153648285304008
LGG	Nutlin-3a (-)	0.16540240584053
LGG	Trametinib	0.258831414995311
LGG	Dasatinib	0.325827438905155
THCA	RVX-208	-0.666519284854072
THCA	Palbociclib	-0.658149209847848
THCA	WZ4003	-0.65807592748176
THCA	OTX015	-0.623003283948399
THCA	PFI-1	-0.612338488182647
THCA	Selumetinib	-0.578712220660463
THCA	Refametinib	-0.568389489055283
THCA	I-BET-762	-0.552176450549847
THCA	BIBR-1532	-0.549529834648065
THCA	SCH772984	-0.522370957683124
THCA	PD0325901	-0.509855946024183
THCA	BMS-345541	-0.451009425043632
THCA	GSK2578215A	-0.429047207730446
THCA	Trametinib	-0.42407865983613
THCA	Foretinib	-0.419462693310694
THCA	SB590885	-0.40145720419118
THCA	MK-2206	-0.391234980320813
THCA	Linsitinib	-0.36283566790198
THCA	KRAS (G12C) Inhibitor-12	-0.358604119983886
THCA	GSK343	-0.324000388281878
THCA	AZD5582	-0.311611352247971
THCA	PRT062607	-0.307884759091892
THCA	Tamoxifen	-0.304744570171321
THCA	Lestaurtinib	-0.296066523526843
THCA	NVP-ADW742	-0.292650630443599
THCA	Pictilisib	-0.288384799263026
THCA	MG-132	-0.284781899973996
THCA	JQ1	-0.280149764126447
THCA	Crizotinib	-0.272682243756705
THCA	CZC24832	-0.272205752510552
THCA	Luminespib	-0.268529146025044
THCA	MN-64	-0.259558079559405
THCA	ML323	-0.247213096056091
THCA	Ulixertinib	-0.243698663175473
THCA	GDC0810	-0.234887020872856
THCA	PCI-34051	-0.22573389178568
THCA	Dabrafenib	-0.225564926525595
THCA	AZD8186	-0.2248024016011
THCA	Cyclophosphamide	-0.216956259962591
THCA	Rucaparib	-0.216615534709912
THCA	GSK2606414	-0.216070094135182
THCA	LY2109761	-0.212274750532218
THCA	Entinostat	-0.210181788424813
THCA	Cediranib	-0.201964758115803
THCA	Olaparib	-0.194470434152051
THCA	VX-11e	-0.193612334189294
THCA	Leflunomide	-0.191827859708777
THCA	Afuresertib	-0.180905584122628
THCA	Doramapimod	-0.178946454060064
THCA	IWP-2	-0.167397765899667
THCA	GNE-317	-0.166318506953899
THCA	PFI3	-0.165633801192892
THCA	VE-822	-0.163475223502613
THCA	Taselisib	-0.162355446466482
THCA	KU-55933	-0.159557620722594
THCA	GW441756	-0.151817015609082
THCA	Ribociclib	-0.14322382548551
THCA	SB216763	-0.136295839031955
