drug	drug_key	drug_id_list	approved_final_category_id	approved_final_display_label	legacy_group_used_for_enrichment	pubchem_category	gdsc_putative_target	gdsc_pathway_name	assignment_source	include_in_enrichment	included_in_enrichment	exclusion_reason	exclusion_reason_code	low_count_filter_status	low_count_filter_reason	category_source	category_mode	analysis_metric	schema_version	schema_checksum	curated_mapping_version	curated_mapping_checksum	curation_status	evidence_summary	analysis_mode
GSK-LSD1	GSK-LSD1	1583	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	KDM1	Chromatin histone methylation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin histone methylation; target: KDM1	manuscript
GSK-LSD1-2HCl 	GSK-LSD1-2HCL	2154	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	LSD1	Chromatin histone methylation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin histone methylation; target: LSD1	manuscript
GSK1904529A	GSK1904529A	1093	SIGNALING	Signaling	SIGNALING	SIGNALING	IGF1R, IR	IGF1R signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: IGF1R signaling; target: "IGF1R, IR"	manuscript
GSK2110183B	GSK2110183B	1778	SIGNALING	Signaling			AKT1, AKT2, AKT3	PI3K/MTOR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: PI3K/MTOR signaling; target: "AKT1, AKT2, AKT3"	manuscript
GSK2256098C	GSK2256098C	1776	CELL_CYCLE_MITOSIS	Cell cycle and mitosis			FAK1	Cytoskeleton	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Cytoskeleton; target: FAK1	manuscript
GSK2276186C	GSK2276186C	1777	SIGNALING	Signaling			JAK1, JAK2, JAK3	Other, kinases	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: "Other, kinases"; target: "JAK1, JAK2, JAK3"	manuscript
GSK2578215A	GSK2578215A	1927	SIGNALING	Signaling			LRRK2	Other, kinases	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: "Other, kinases"; target: LRRK2	manuscript
GSK2606414	GSK2606414	1618	METABOLISM	Metabolism	SIGNALING	SIGNALING	PERK	Metabolism	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Metabolism; target: PERK	manuscript
GSK269962A	GSK269962A	1192	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	SIGNALING	SIGNALING	ROCK1, ROCK2	Cytoskeleton	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Cytoskeleton; target: "ROCK1, ROCK2"	manuscript
GSK2801	GSK2801	1580	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION		Chromatin other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin other; target: 	manuscript
GSK2830371	GSK2830371	2359	OTHER_REVIEWED	Other reviewed	SIGNALING	SIGNALING	WIP1	Other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Other; target: WIP1	manuscript
GSK2830371A	GSK2830371A	1782	OTHER_REVIEWED	Other reviewed	SIGNALING	SIGNALING	PPM1D	Other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Other; target: PPM1D	manuscript
GSK3337463A	GSK3337463A	1780	SIGNALING	Signaling			NIK	Other, kinases	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: "Other, kinases"; target: NIK	manuscript
GSK343	GSK343	1627;2037	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	EZH2	Chromatin histone methylation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin histone methylation; target: EZH2	manuscript
GSK591	GSK591	2110	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	PMRT5	Chromatin histone methylation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin histone methylation; target: PMRT5	manuscript
GSK626616AC	GSK626616AC	1779	SIGNALING	Signaling	SIGNALING	SIGNALING	DYRK1A	Other, kinases	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: "Other, kinases"; target: DYRK1A	manuscript
GW441756	GW441756	1023	SIGNALING	Signaling			NTRK1	RTK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: RTK signaling; target: NTRK1	manuscript
HKMTI-1-005	HKMTI-1-005	2010	OTHER_REVIEWED	Other reviewed	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION		Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: 	manuscript
I-BET-762	I-BET-762	1624	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	BRD2, BRD3, BRD4	Chromatin other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin other; target: "BRD2, BRD3, BRD4"	manuscript
I-BRD9	I-BRD9	1928	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	BRD9	Chromatin other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin other; target: BRD9	manuscript
IAP_5620	IAP_5620	1428	OTHER_REVIEWED	Other reviewed			IAP	Other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Other; target: IAP	manuscript
Ibrutinib	IBRUTINIB	1799	SIGNALING	Signaling	SIGNALING	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors; Targeted therapies	BTK	Other, kinases	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: "Other, kinases"; target: BTK	manuscript
ICL-SIRT078	ICL-SIRT078	2011	OTHER_REVIEWED	Other reviewed	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	SIR2	Other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Other; target: SIR2	manuscript
IGF1R_3801	IGF1R_3801	1738	SIGNALING	Signaling	SIGNALING	SIGNALING	IGFR1	IGF1R signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: IGF1R signaling; target: IGFR1	manuscript
IOX2	IOX2	2174	OTHER_REVIEWED	Other reviewed			EGLN1	Other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Other; target: EGLN1	manuscript
Ipatasertib	IPATASERTIB	1924	SIGNALING	Signaling	SIGNALING	SIGNALING	AKT1, AKT, AKT3	PI3K/MTOR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: PI3K/MTOR signaling; target: "AKT1, AKT, AKT3"	manuscript
IRAK4_4710	IRAK4_4710	1716	SIGNALING	Signaling	SIGNALING	SIGNALING	IRAK4	Other, kinases	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: "Other, kinases"; target: IRAK4	manuscript
Irinotecan	IRINOTECAN	1088	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	CYTOTOXIC	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Topoisomerase I Inhibitors; Cytotoxic medicines	TOP1	DNA replication	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: DNA replication; target: TOP1	manuscript
IWP-2	IWP-2	1576	SIGNALING	Signaling			PORCN	WNT signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: WNT signaling; target: PORCN	manuscript
JAK_8517	JAK_8517	1739	SIGNALING	Signaling	SIGNALING	SIGNALING	JAK1, JAK2	Other, kinases	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: "Other, kinases"; target: "JAK1, JAK2"	manuscript
JAK1_8709	JAK1_8709	1718	SIGNALING	Signaling	SIGNALING	SIGNALING	JAK1	Other, kinases	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: "Other, kinases"; target: JAK1	manuscript
JNK Inhibitor VIII	JNK INHIBITOR VIII	1043	SIGNALING	Signaling			JNK	JNK and p38 signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: JNK and p38 signaling; target: JNK	manuscript
JQ1	JQ1	2172	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	IMMUNOSUPPRESSIVE AGENTS	(Anti-)Inflammatory	BRD2, BRD3, BRD4, BRDT	Chromatin other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin other; target: "BRD2, BRD3, BRD4, BRDT"	manuscript
KRAS (G12C) Inhibitor-12	KRAS (G12C) INHIBITOR-12	1855	SIGNALING	Signaling	SIGNALING	SIGNALING	KRAS (G12C)	ERK MAPK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: ERK MAPK signaling; target: KRAS (G12C)	manuscript
KU-55933	KU-55933	1030	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage			ATM	Genome integrity	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Genome integrity; target: ATM	manuscript
L-Oxonoreleagnine	L-OXONORELEAGNINE	1831	OTHER_REVIEWED	Other reviewed				Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: 	manuscript
Lapatinib	LAPATINIB	1558	SIGNALING	Signaling	TYROSINE KINASE INHIBITORS	Breast Feeding; Lactation; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors; Tyrosine Kinase Inhibitors;	EGFR, ERBB2	EGFR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: EGFR signaling; target: "EGFR, ERBB2"	manuscript
LCL161	LCL161	1557	APOPTOSIS	Apoptosis regulation	CYTOTOXIC	CYTOTOXIC	XIAP, IAP1, IAP2	Apoptosis regulation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Apoptosis regulation; target: "XIAP, IAP1, IAP2"	manuscript
Leflunomide	LEFLUNOMIDE	1578	METABOLISM	Metabolism	SIGNALING	Signaling	Pyrimidine synthesis inhibitor	DNA replication	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: DNA replication; target: Pyrimidine synthesis inhibitor	manuscript
Lenalidomide	LENALIDOMIDE	1020	PROTEIN_DEGRADATION	Protein stability and degradation	IMMUNOSUPPRESSIVE AGENTS	(Anti-)Inflammatory	CRBN	Protein stability and degradation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Protein stability and degradation; target: CRBN	manuscript
Lestaurtinib	LESTAURTINIB	1024	SIGNALING	Signaling	SIGNALING	SIGNALING	FLT3, JAK2, NTRK1, NTRK2, NTRK3	Other, kinases	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: "Other, kinases"; target: "FLT3, JAK2, NTRK1, NTRK2, NTRK3"	manuscript
LGK974	LGK974	1598	SIGNALING	Signaling	SIGNALING	SIGNALING	PORCN	WNT signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: WNT signaling; target: PORCN	manuscript
Linsitinib	LINSITINIB	1510	SIGNALING	Signaling	SIGNALING	SIGNALING	IGF1R	IGF1R signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: IGF1R signaling; target: IGF1R	manuscript
LJI308	LJI308	2107	SIGNALING	Signaling	SIGNALING	SIGNALING	RSK2, RSK1, RSK3	PI3K/MTOR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: PI3K/MTOR signaling; target: "RSK2, RSK1, RSK3"	manuscript
LMB_AB1	LMB_AB1	1783	OTHER_REVIEWED	Other reviewed			ADRA1A, ADRB1	Other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Other; target: "ADRA1A, ADRB1"	manuscript
LMB_AB2	LMB_AB2	1784	OTHER_REVIEWED	Other reviewed			GADD34	Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: GADD34	manuscript
LMB_AB3	LMB_AB3	1785	OTHER_REVIEWED	Other reviewed			PPP1R15B	Other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Other; target: PPP1R15B	manuscript
LMP744	LMP744	1843	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage			TOP1	DNA replication	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: DNA replication; target: TOP1	manuscript
Luminespib	LUMINESPIB	1559	PROTEIN_DEGRADATION	Protein stability and degradation			HSP90	Protein stability and degradation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Protein stability and degradation; target: HSP90	manuscript
LY2109761	LY2109761	1852	OTHER_REVIEWED	Other reviewed	SIGNALING	SIGNALING	TGFB1	Other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Other; target: TGFB1	manuscript
Methotrexate	METHOTREXATE	1008	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	DISEASE-MODIFYING ANTI-RHEUMATIC DRUGS (DMARDS)	Breast Feeding; Lactation; Milk, Human; Abortifacient Agents, Nonsteroidal; Antimetabolites, Antineoplastic; Antirheumatic Agents; Folic Acid Antagonists; Immunosuppressive Agents; Cytotoxic medicines; Dermatological medicines > Medicines affecting skin differentiation and proliferation; Disease-modifying anti-rheumatic drugs (DMARDs)	Antimetabolite	DNA replication	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: DNA replication; target: Antimetabolite	manuscript
MG-132	MG-132	1862	PROTEIN_DEGRADATION	Protein stability and degradation			Proteasome, CAPN1	Protein stability and degradation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Protein stability and degradation; target: "Proteasome, CAPN1"	manuscript
MIM1	MIM1	1996	APOPTOSIS	Apoptosis regulation			MCL1	Apoptosis regulation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Apoptosis regulation; target: MCL1	manuscript
MIRA-1	MIRA-1	1931	P53_PATHWAY	p53 pathway			TP53	p53 pathway	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: p53 pathway; target: TP53	manuscript
Mirin	MIRIN	1048	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage			MRE11	Genome integrity	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Genome integrity; target: MRE11	manuscript
Mitoxantrone	MITOXANTRONE	1810	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	ANTINEOPLASTIC AGENTS	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents	TOP2	DNA replication	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: DNA replication; target: TOP2	manuscript
MK-1775	MK-1775	1179	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	SIGNALING	SIGNALING	WEE1, PLK1	Cell cycle	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Cell cycle; target: "WEE1, PLK1"	manuscript
