drug	drug_key	drug_id_list	current_legacy_enrichment_group	raw_drugCategory_Pubchem	parsed_pubchem_category_tokens	gdsc_putative_target_values	gdsc_pathway_name_values	gdsc_target_pathway_conflict_flag	rollup_conflict_status	rollup_resolution_reason	gdsc_putative_target_counts	gdsc_pathway_name_counts	current_manual_override	in_wrong_assignment_fixture	proposed_final_category_id	evidence_reason
ULK1_4989	ULK1_4989	1733				ULK1	Other, kinases	FALSE	none		ULK1(n=715)	Other, kinases(n=715)		FALSE	SIGNALING	GDSC pathway: Other, kinases; target: ULK1
UMI-77	UMI-77	1939	CYTOTOXIC	CYTOTOXIC	CYTOTOXIC	MCL1	Apoptosis regulation	FALSE	none		MCL1(n=742)	Apoptosis regulation(n=742)	CYTOTOXIC	FALSE	APOPTOSIS	GDSC pathway: Apoptosis regulation; target: MCL1
UNC0379	UNC0379	2159	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	SETD8	Chromatin histone methylation	FALSE	none		SETD8(n=740)	Chromatin histone methylation(n=740)	EPIGENETICS AND TRANSCRIPTION	FALSE	EPIGENETICS_TRANSCRIPTION	GDSC pathway: Chromatin histone methylation; target: SETD8
UNC0638	UNC0638	2038	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	G9A, GLP	Chromatin histone methylation	FALSE	none		G9A, GLP(n=731)	Chromatin histone methylation(n=731)	EPIGENETICS AND TRANSCRIPTION	FALSE	EPIGENETICS_TRANSCRIPTION	GDSC pathway: Chromatin histone methylation; target: G9A, GLP
Uprosertib	UPROSERTIB	1553;2106	SIGNALING	SIGNALING	SIGNALING	AKT1, AKT2, AKT3	PI3K/MTOR signaling	FALSE	resolved_same_category	Multiple GDSC DRUG_ID values share this drug key but have the same pathway-level category evidence.	AKT1, AKT2, AKT3(n=964)	PI3K/MTOR signaling(n=964)	SIGNALING	FALSE	SIGNALING	GDSC pathway: PI3K/MTOR signaling; target: AKT1, AKT2, AKT3
VE-822	VE-822	1613				ATR	Genome integrity	FALSE	none		ATR(n=893)	Genome integrity(n=893)		FALSE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: Genome integrity; target: ATR
VE821	VE821	2111				ATR	Genome integrity	FALSE	none		ATR(n=949)	Genome integrity(n=949)		FALSE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: Genome integrity; target: ATR
Veliparib	VELIPARIB	1018	CYTOTOXIC	Cytotoxic	Cytotoxic	PARP1, PARP2	Genome integrity	FALSE	none		PARP1, PARP2(n=947)	Genome integrity(n=947)		FALSE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: Genome integrity; target: PARP1, PARP2
Venetoclax	VENETOCLAX	1909	ANTINEOPLASTIC AGENTS	Breast Feeding; Lactation; Antineoplastic Agents	Breast Feeding;Lactation;Antineoplastic Agents	BCL2	Apoptosis regulation	FALSE	none		BCL2(n=956)	Apoptosis regulation(n=956)		FALSE	APOPTOSIS	GDSC pathway: Apoptosis regulation; target: BCL2
Vinblastine	VINBLASTINE	1004	CYTOTOXIC	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Antimitotic Agents; Cytotoxic medicines	Breast Feeding;Lactation;Milk, Human;Antineoplastic Agents;Antimitotic Agents;Cytotoxic medicines	Microtubule destabiliser	Mitosis	FALSE	none		Microtubule destabiliser(n=740)	Mitosis(n=740)		FALSE	CELL_CYCLE_MITOSIS	GDSC pathway: Mitosis; target: Microtubule destabiliser
Vinorelbine	VINORELBINE	2048	CYTOTOXIC	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Antimitotic Agents; Cytotoxic medicines	Breast Feeding;Lactation;Milk, Human;Antineoplastic Agents;Antimitotic Agents;Cytotoxic medicines	Microtubule destabiliser	Mitosis	FALSE	none		Microtubule destabiliser(n=954)	Mitosis(n=954)		FALSE	CELL_CYCLE_MITOSIS	GDSC pathway: Mitosis; target: Microtubule destabiliser
Vismodegib	VISMODEGIB	1033	SIGNALING	Breast Feeding; Lactation; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors	Breast Feeding;Lactation;Antineoplastic Agents;Enzyme Inhibitors;Protein Kinase Inhibitors;Signal Transduction Inhibitors	SMO	Other	FALSE	none		SMO(n=947)	Other(n=947)		FALSE	OTHER_REVIEWED	GDSC pathway: Other; target: SMO
Vorinostat	VORINOSTAT	1012	ANTINEOPLASTIC AGENTS	Antineoplastic Agents	Antineoplastic Agents	HDAC inhibitor Class I, IIa, IIb, IV	Chromatin histone acetylation	FALSE	none		HDAC inhibitor Class I, IIa, IIb, IV(n=957)	Chromatin histone acetylation(n=957)		TRUE	EPIGENETICS_TRANSCRIPTION	GDSC pathway: Chromatin histone acetylation; target: HDAC inhibitor Class I, IIa, IIb, IV
VSP34_8731	VSP34_8731	1734				VSP34	Other	FALSE	none		VSP34(n=717)	Other(n=717)		FALSE	OTHER_REVIEWED	GDSC pathway: Other; target: VSP34
VTP-A	VTP-A	2112	SIGNALING	SIGNALING	SIGNALING		Unclassified	FALSE	none			Unclassified(n=736)	SIGNALING	FALSE	OTHER_REVIEWED	GDSC pathway: Unclassified; target: 
VTP-B	VTP-B	2113	SIGNALING	SIGNALING	SIGNALING		Unclassified	FALSE	none			Unclassified(n=736)	SIGNALING	FALSE	OTHER_REVIEWED	GDSC pathway: Unclassified; target: 
VX-11e	VX-11E	2096	SIGNALING	SIGNALING	SIGNALING	ERK2	ERK MAPK signaling	FALSE	none		ERK2(n=952)	ERK MAPK signaling(n=952)	SIGNALING	FALSE	SIGNALING	GDSC pathway: ERK MAPK signaling; target: ERK2
Wee1 Inhibitor	WEE1 INHIBITOR	1046	SIGNALING	SIGNALING	SIGNALING	WEE1, CHEK1	Cell cycle	FALSE	none		WEE1, CHEK1(n=955)	Cell cycle(n=955)	SIGNALING	FALSE	CELL_CYCLE_MITOSIS	GDSC pathway: Cell cycle; target: WEE1, CHEK1
WEHI-539	WEHI-539	1997	CYTOTOXIC	CYTOTOXIC	CYTOTOXIC	BCL-XL	Apoptosis regulation	FALSE	none		BCL-XL(n=960)	Apoptosis regulation(n=960)	CYTOTOXIC	FALSE	APOPTOSIS	GDSC pathway: Apoptosis regulation; target: BCL-XL
WIKI4	WIKI4	1940				TNKS1, TNKS2	WNT signaling	FALSE	none		TNKS1, TNKS2(n=955)	WNT signaling(n=955)		FALSE	SIGNALING	GDSC pathway: WNT signaling; target: TNKS1, TNKS2
Wnt-C59	WNT-C59	1622	SIGNALING	SIGNALING	SIGNALING	PORCN	WNT signaling	FALSE	none		PORCN(n=893)	WNT signaling(n=893)	SIGNALING	FALSE	SIGNALING	GDSC pathway: WNT signaling; target: PORCN
WZ4003	WZ4003	1614				NUAK1, NUAK2	Other, kinases	FALSE	none		NUAK1, NUAK2(n=893)	Other, kinases(n=893)		FALSE	SIGNALING	GDSC pathway: Other, kinases; target: NUAK1, NUAK2
XAV939	XAV939	1268	SIGNALING	SIGNALING	SIGNALING	TNKS1, TNKS2	WNT signaling	FALSE	none		TNKS1, TNKS2(n=892)	WNT signaling(n=892)	SIGNALING	FALSE	SIGNALING	GDSC pathway: WNT signaling; target: TNKS1, TNKS2
YK-4-279	YK-4-279	1239				RNA helicase A	Other	FALSE	none		RNA helicase A(n=956)	Other(n=956)		FALSE	OTHER_REVIEWED	GDSC pathway: Other; target: RNA helicase A
ZM447439	ZM447439	1050	SIGNALING	Signaling	Signaling	AURKA, AURKB	Mitosis	FALSE	none		AURKA, AURKB(n=942)	Mitosis(n=942)		FALSE	CELL_CYCLE_MITOSIS	GDSC pathway: Mitosis; target: AURKA, AURKB
Zoledronate	ZOLEDRONATE	1802	SUPPORTIVE MEDICINES	Breast Feeding; Lactation; Bisphosphonates; Bone Density Conservation Agents; Diphosphonates;; Medicines for endocrine disorders; Supportive medicines	Breast Feeding;Lactation;Bisphosphonates;Bone Density Conservation Agents;Diphosphonates;Medicines for endocrine disorders;Supportive medicines		Other	FALSE	none			Other(n=717)		FALSE	OTHER_REVIEWED	GDSC pathway: Other; target: 
